	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
vOUT3236	117.423956303809	3.06025626755856	0.612960212467521	4.99258549790573	5.95763263997779e-07	3.46569871160087e-05	up
vOUT1923	1864.95771812711	2.80724290040105	0.564341270218839	4.97437109164896	6.54598065305466e-07	3.68102312056774e-05	up
vOUT3031	28.9569704868874	7.50216648508708	1.5135393413975	4.95670398508446	7.16990862780707e-07	3.96578224757722e-05	up
vOUT2353	170.559937921879	7.31647637895332	1.47914050981785	4.94643769837276	7.5583903289859e-07	4.02490052716007e-05	up
vOUT1607	1600.42329335119	1.95131768817452	0.394360366894261	4.94805728968633	7.49578491108563e-07	4.02490052716007e-05	up
vOUT1787	53.8872803929697	7.55707265718515	1.53942324768798	4.90902853944482	9.15286589691441e-07	4.75104146710603e-05	up
vOUT2848	624.294639106726	5.37094035527287	1.10174312783118	4.87494790718211	1.08837171724315e-06	5.44344583225607e-05	up
vOUT1852	512.242348982594	7.68261064114715	1.59537671339384	4.81554643279452	1.4679762253109e-06	6.97598842844927e-05	up
vOUT1741	426.83314108894	6.43008556122131	1.34373440631365	4.78523548329864	1.70786976272185e-06	8.00326747142156e-05	up
vOUT1634	20.0214433834825	7.7335209653786	1.6173023035133	4.78174114300022	1.73783370453051e-06	8.03212454669308e-05	up
vOUT3234	286.107854656481	3.67588939615825	0.771894915904227	4.7621629841313	1.91528891481356e-06	8.73268216024451e-05	up
vOUT1796	34.8219938031049	7.65395420027371	1.61459074563634	4.74049180633521	2.13200074633052e-06	9.59116069082556e-05	up
vOUT2806	237.06117375847	5.22749642436424	1.11373221906722	4.69367441730508	2.68340994657131e-06	0.000114605381768754	up
vOUT3101	119.528256301117	4.35463077670383	0.939841017434423	4.63336957626206	3.59761445110004e-06	0.000148028672658677	up
vOUT1726	8.03621684864832	4.7987103685473	1.04216941259698	4.60453963678456	4.13379282378027e-06	0.000164087258675702	up
vOUT3357	565.090759237643	5.83620995391716	1.26972055060948	4.59645230686052	4.29745283830204e-06	0.000168600068330594	up
vOUT2908	25.8735413397878	4.18574763243579	0.911571891214669	4.59179102907428	4.39458281727942e-06	0.00017042899339656	up
vOUT2362	58.0103324392121	10.3676304009373	2.26899319234279	4.56926465708454	4.89438414609889e-06	0.000187655137601564	up
vOUT2571	1681.06788768504	2.40357083604378	0.528877231706512	4.54466687531291	5.50222021267687e-06	0.000204005395577712	up
vOUT1600	44.4504482700812	11.7308250384493	2.60019530413203	4.51151689252248	6.43656561313653e-06	0.000233515832029276	up
vOUT1922	4328.69055436315	2.90505925638791	0.643862731684702	4.51192329269728	6.4242422945345e-06	0.000233515832029276	up
vOUT1659	2261.55479656999	2.62991510590736	0.583427779007648	4.50769606887862	6.5535361024467e-06	0.000235230114996332	up
vOUT2117	27.2305148340288	4.18635424167986	0.932045827736062	4.49157553963683	7.06982163978839e-06	0.000251090296975221	up
vOUT2422	265.881900285132	6.20616236975543	1.39889036192497	4.43648947671304	9.14378028900469e-06	0.000308511146951018	up
vOUT3008	115.926897365328	6.35392158761684	1.43490140783058	4.42812415748013	9.50561814733945e-06	0.000317544115139835	up
vOUT2955	189.741135098128	5.88581655759657	1.33136568527709	4.42088647971395	9.82968067957376e-06	0.00032256517351404	up
vOUT398	6908.72046972594	3.07042127095213	0.694586356656531	4.42050328447559	9.84712888913636e-06	0.00032256517351404	up
vOUT1928	531.293987046085	9.47719754837303	2.14735512945995	4.41342813694561	1.01746501795569e-05	0.000326945425769762	up
vOUT2042	526.08763545978	9.3467472882196	2.14969292073395	4.34794532654851	1.37418847747842e-05	0.000433318871309552	up
vOUT2425	14.7713427111407	9.02432277731784	2.09636482987585	4.30474822354861	1.67175753835701e-05	0.000512773630401504	up
vOUT2020	9104.47140367409	3.70869519319299	0.863621049495806	4.29435479294788	1.75202105366267e-05	0.000532551264419627	up
vOUT2814	330.307853981626	3.48259628514881	0.811507890270804	4.2915125372184	1.77460181466102e-05	0.000534598796666634	up
vOUT1581	302.29575015545	11.2416870073136	2.63010702571291	4.27423176981419	1.91797445597243e-05	0.000572676620747874	up
vOUT2868	44.0968338549032	3.95091769306849	0.924803281348823	4.27217092840121	1.93579098518788e-05	0.000572926209124905	up
vOUT2790	98.96068274876	3.38881252014857	0.793976529733843	4.26815200857961	1.97099004571559e-05	0.000578271340369078	up
vOUT2183	69.7014954227959	3.91050052691277	0.917653462997553	4.2614131418836	2.0313830450598e-05	0.000586728649116647	up
vOUT2619	167.945368714617	5.10817747163475	1.20210320507806	4.24936681813694	2.14375620772961e-05	0.000612440554420618	up
vOUT1448	10467.3187091889	1.81368788941175	0.42698425829459	4.24766921538458	2.16006004671172e-05	0.000612440554420618	up
vOUT3299	198.634399649572	5.87649170975698	1.40473363352467	4.18334947602277	2.87245304089977e-05	0.000794398078688183	up
vOUT2337	1313.59063974168	3.05699627281912	0.736588937794634	4.15020660230365	3.32175309518412e-05	0.000903838301867033	up
vOUT1835	3742.78193553761	2.43770249139113	0.587164506041378	4.1516516518104	3.30084423926843e-05	0.000903838301867033	up
vOUT762	247.515073410226	4.37899910336433	1.05899521634392	4.13505088198829	3.54875998584662e-05	0.000950972073041033	up
vOUT3135	1333.2436679976	1.82491823480306	0.441346956949314	4.13488346541978	3.55134799060967e-05	0.000950972073041033	up
vOUT1736	1093.19159362782	3.61702841396585	0.875723885566218	4.1303297461473	3.62243279887166e-05	0.000962369154597872	up
vOUT2154	6906.40978370394	1.94727668891963	0.472955810484283	4.11724868529623	3.83422273682169e-05	0.00101067714953409	up
vOUT2466	15633.1705666443	1.4287321113423	0.348564933725676	4.09889800465908	4.15121907509735e-05	0.00107740101225988	up
vOUT2541	127.987615562778	4.57782018061374	1.12552298527616	4.06728271256985	4.75645247040337e-05	0.00121577807841977	up
vOUT3196	704.791189332759	2.95614582047059	0.727186448964508	4.06518276664816	4.7994836178666e-05	0.00121755321253247	up
vOUT3182	19.8292622089236	7.49197252015923	1.8458753797429	4.05876398936678	4.93331417534936e-05	0.00124216433042006	up
vOUT3193	8416.49386316142	3.47288402558436	0.861458152563027	4.03140189137658	5.54451406878724e-05	0.00137552871088883	up
vOUT2268	55.2184697515426	6.41279784196931	1.59861721134072	4.01146553188368	6.03429880445456e-05	0.00146472835728271	up
vOUT2224	526.839447798701	3.10793940957963	0.775830322988947	4.00595248405097	6.17680662186905e-05	0.00147805287533235	up
vOUT2126	4663.28886512637	2.89641033816089	0.723498394677403	4.0033403798392	6.24543444055975e-05	0.00148395040862314	up
vOUT2045	2478.97700001302	2.0748605121184	0.518741203702806	3.99979893115857	6.33963234908824e-05	0.00148541107957109	up
vOUT1701	1204.05126952346	1.81133248114846	0.453706222432814	3.99230248912154	6.54348288023755e-05	0.00151217200259736	up
vOUT2317	447.446507273023	2.54347353155358	0.641614798839096	3.96417529046339	7.36501208174875e-05	0.00169044563019186	up
vOUT2270	74.4630873401664	3.09744086490253	0.783159899952237	3.95505549389267	7.6516888821885e-05	0.00173401313494685	up
vOUT1588	609.070259223145	8.68721201659134	2.22605955727801	3.90250655612014	9.52016587298838e-05	0.00214140264369752	up
vOUT2087	12.6263646264844	3.89886981730779	1.00162319083204	3.89255146345908	9.91954484230979e-05	0.00218748655542178	up
vOUT2008	866.397313860309	2.17837393434763	0.559445363594139	3.89380996984717	9.86819650214672e-05	0.00218748655542178	up
vOUT1404	388.948315897379	3.32197190201325	0.854256444481176	3.88872910877578	0.000100770516124662	0.00220779039873123	up
vOUT1616	49.8280659886037	6.92448250287318	1.78694110372951	3.87504797355725	0.000106603695595634	0.00232052173509464	up
vOUT2584	21.2649822794676	5.92674435745157	1.53147530966353	3.86995749788073	0.000108854328794636	0.00233932805957389	up
vOUT1617	22.2071082465402	6.0776778643891	1.57919131978611	3.84860136212772	0.00011879414141751	0.00252082662353886	up
vOUT734	2987.64335831213	2.34651404381263	0.610789490466624	3.84177213334165	0.000122149208966372	0.00257582144407838	up
vOUT2588	181.841818049164	8.5736054090244	2.23557274687887	3.83508227186711	0.000125522271207327	0.00263051020530137	up
vOUT1705	327.836619346021	6.62007551854695	1.73275312248213	3.82055321825872	0.000133152669141957	0.00275617856248444	up
vOUT3363	98.8426184296654	7.77139793512424	2.05092465128422	3.78921669806741	0.000151123046305774	0.0030902373226405	up
vOUT1821	16.9208304310137	8.60448375501294	2.28429585005362	3.76679918882266	0.000165353896328659	0.00332085741793391	up
vOUT2022	317.197857270535	2.43909234484158	0.64983247546803	3.75341712967619	0.000174440218396133	0.00346845831624298	up
vOUT2285	349.271590076397	2.35750563931186	0.628172467864224	3.75295919499201	0.000174759310539806	0.00346845831624298	up
vOUT2921	5924.05321150969	3.10828943898198	0.836396205684434	3.71628830673428	0.000202170879716817	0.00396584039630546	up
vOUT1684	34.8315500888799	7.12703239693541	1.92444441174765	3.70342336387006	0.000212709459457095	0.00412460756441516	up
vOUT3266	3247.71332790359	2.53041329569792	0.684251072067179	3.69807721024584	0.000217238816767254	0.00418836438727265	up
vOUT3014	209.871307259745	10.5585217838885	2.85806206896989	3.69429408077691	0.000220498496284334	0.0042031747257816	up
vOUT692	2443.54421880526	3.1645665370257	0.856393992725384	3.69522271747236	0.000219694124034981	0.0042031747257816	up
vOUT867	36.5715688901214	1.6135248242454	0.439716270034618	3.66946809613928	0.000243055667788228	0.00455594346176379	up
vOUT3111	1219.39136005323	2.31454859544729	0.633289418831355	3.6548038331644	0.000257378696760684	0.0047714050707173	up
vOUT725	6920.98441208305	2.51545813521833	0.691050950672009	3.64004728272523	0.000272587980861651	0.00502574780014869	up
vOUT2520	11.7459003203324	3.93539669396754	1.08251165813406	3.63543123475551	0.000277516015480625	0.00508879910995451	up
vOUT1598	3473.64381518814	1.25415333355038	0.345693052559704	3.62793907561616	0.00028569265236361	0.0051824032745958	up
vOUT2390	4134.50068448894	1.71513477531713	0.475084355846089	3.61016891887043	0.000305997662023432	0.0054338742719319	up
vOUT1633	17.2086298538071	7.60858078717326	2.11312055163362	3.6006373518497	0.000317438080864519	0.00557831294185879	up
vOUT1711	181.763158387282	4.45115895169477	1.23841574875888	3.59423639125686	0.000325344352812126	0.00568762614708867	up
vOUT3161	6913.51209223173	1.35103268068171	0.37739857618622	3.57985632678981	0.000343783172613403	0.00592668788256579	up
vOUT2478	26.6396720236395	2.28046892437825	0.638044021464993	3.57415608901426	0.000351359291727604	0.00600683239947649	up
vOUT1681	3523.98168306139	2.18129952941897	0.610443332696028	3.57330388028852	0.000352505280111543	0.00600683239947649	up
vOUT2512	188.525200539083	4.41773615282987	1.23910669037905	3.56525889750338	0.000363497188589365	0.00613219757150259	up
vOUT1195	449.577582800718	3.18452942177089	0.897040039633134	3.55004156009945	0.000385170339661733	0.00638822623245184	up
vOUT1920	15411.1061860339	2.13580688122793	0.601753296031772	3.54930649372822	0.000386247229229453	0.00638822623245184	up
vOUT3173	14.5781655391613	4.08163640122197	1.15253882509277	3.54143072003969	0.000397963352780541	0.00648772544094768	up
vOUT2895	179.397011445543	2.88410077504226	0.814346048181646	3.54161573139843	0.000397684359475446	0.00648772544094768	up
vOUT2044	4589.69160546117	2.23708275873315	0.634733518782278	3.52444402656559	0.000424372462642403	0.00685087410983478	up
vOUT1910	22.913122505202	3.83758119548031	1.08940298279391	3.52264612461255	0.000427261435185247	0.00686466705864296	up
vOUT2991	593.82678691616	2.90366952164256	0.824752728016972	3.5206546435125	0.000430482892147662	0.00687705620358788	up
vOUT2275	437.460454539986	2.71728925391343	0.774810833724866	3.50703569908825	0.000453128353906758	0.0071008503995291	up
vOUT3396	39.5162185731623	7.81663341421701	2.23253038172738	3.50124391506334	0.000463091791610261	0.00716730139859183	up
vOUT2443	16.6578399385233	6.91921870783389	1.977114244002	3.49965548466651	0.000465859825872294	0.0071772194177768	up
vOUT3206	2287.50259653742	1.47524022756774	0.421870143720015	3.49690597812682	0.00047068769349322	0.00721863762657329	up
vOUT3091	5055.78810801603	2.14402002326387	0.616646032361378	3.47690556777538	0.000507236435038551	0.00767451000816176	up
vOUT2280	135.404931248839	2.91328646315524	0.83836464995459	3.47496338653238	0.000510923081094877	0.00769577890899159	up
vOUT2577	158.222402508771	4.63135126933362	1.33890791238542	3.45905138545512	0.00054208147520541	0.00809284467850908	up
vOUT2085	49.3196947167946	7.10798601341698	2.05590214368079	3.4573561953154	0.000545503298109609	0.00810805342652785	up
vOUT974	287.745013685089	4.06226619525048	1.18192079472957	3.43700374286075	0.000588187475445305	0.00851735855001056	up
vOUT3325	2205.49210328175	1.83664442350584	0.534365851298416	3.43705425607402	0.000588077790216555	0.00851735855001056	up
vOUT2444	213.854267626725	2.20896546345265	0.643064532805975	3.43506032561608	0.000592421933901762	0.00854201540591685	up
vOUT2097	22071.0281995241	2.0047338211466	0.5850957423492	3.42633465951651	0.000611786100155926	0.00874646738104277	up
vOUT2730	13934.8057901219	1.80249544918519	0.530635646753584	3.39686084079125	0.000681636215239969	0.00954290701335957	up
vOUT2641	134.534511252037	7.19171139243655	2.12110031039652	3.39055694687637	0.000697507616658949	0.00963651819615424	up
vOUT1749	17.0208685918952	2.85898027412427	0.843437081706646	3.38967818244283	0.000699747171919914	0.00963651819615424	up
vOUT1690	570.859575923753	2.20733372181571	0.651182470077765	3.38973148578786	0.000699611136732386	0.00963651819615424	up
vOUT2587	83.5977816983805	4.43118070673618	1.310340149524	3.38170261236815	0.000720380859350722	0.0098403442082969	up
vOUT1350	344.563744469734	2.52596495474565	0.747483086433275	3.37929379352068	0.000726723016278059	0.00988694942307328	up
vOUT2306	2197.88324901714	1.76876554983784	0.523787889493663	3.37687370272664	0.000733147052531636	0.00993428978008731	up
