Contig	TXAS01	TXAS02	TXAS06	TXAS09	TXAS10	TXAS11	TXAS12	TXAS14	TXAS15	TXAS18	TXAS20	TXAS21	TXAS24	TXAS25	TXAS29	TXAS30	TXAS31	TXAS33	TXAS35	TXAS39	TXAS42	TXAS44	TXAS46	TXAS47	TXAS48	TXAS50	TXAS51	TXAS52	TXAS53	TXHC02	TXHC03	TXHC04	TXHC05	TXHC06	TXHC08	TXHC10	TXHC12	TXHC13	TXHC15	TXHC16	TXHC17	TXHC18	TXHC19	TXHC20	TXHC21	TXHC22	TXHC23	TXHC24	TXHC25	TXHC26	TXHC27	TXHC28	TXHC29	TXHC30	TXHC31	TXHC32	TXHC33	TXHC35
vOUT1	185899	5386	32617	136464	17130	20997	212819	5050	3	1918	5	66974	3	37913	5649	450	14453	94182	42	50062	26487	27474	20755	21335	14645	149	230	676	3148	50783	22523	57228	24108	8688	39638	4893	9784	4866	93545	8	51001	3465	33380	17335	48257	33844	26195	337	236234	0	2308	1510	39284	78867	67	4250	60555	691
vOUT10	6990	6413	89	3838	2027	2244	1444	4828	756	6536	28117	36570	10521	4179	26472	129464	30260	25440	3042	18537	5364	11067	15840	60656	41350	439	2019	46488	74690	6990	21107	5167	30623	39975	10170	4022	8755	6040	93660	1252	35384	18982	17824	13124	35034	9561	38264	12586	7575	4269	708	18248	14867	15227	1532	870	6533	3724
vOUT100	0	0	9360	0	0	1273	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	1	0	681	0	0	10	0	253	1835	0	1	8	0	0	0	0	1219	0	0	0	0	0	0	0	0	0	0	0	0	4033	0	0
vOUT1000	0	1	54	0	1	0	7	0	61	1068	17	0	1	1	16	0	0	1	1	114	59583	3	4	3	2	1	0	6	1	2	0	0	0	13	1	1	0	0	88	3	1	3	248	3	4	0	0	2	18	3	0	2	0	1	0	410	379	11
vOUT1001	20268	17233	3289	25	11046	15609	758	13976	0	15499	549469	9242	410	196	171	0	32318	132233	125	0	264557	57	2409	22	18848	79630	4330	13805	19829	947	16337	4168	163922	23947	14116	3477	112	47790	192099	167	2	44771	2	14133	0	24877	44146	25160	0	0	0	642	28664	77380	1496	17	23	13
vOUT1002	207	395	82	14	337	50	0	192	0	427	2349	12	0	241	47	0	1289	1070	12	416	59088	839	73	8	633	2	16	4	64	54	1	188	1563	1046	105	38	0	267	842	180	3	92	199	0	84	4	964	227	387	1109	4	13	26	0	28	2	300	38
vOUT1003	21608	1999	17211	46391	5088	11770	68340	1095	0	487	0	19888	1	20966	1746	0	4661	24773	0	13949	15799	3042	11697	14745	6285	51	77	265	2354	10652	8638	15167	9104	2188	8589	1874	3428	2385	35147	0	13755	1091	13977	2920	16124	9962	7015	120	67372	0	859	573	5829	26138	52	1597	18571	319
vOUT1004	392	315	165	38	437	172	0	123	0	82	1334	88	247	203	204	0	6	39	577	472	20302	1184	51	759	160	0	132	1642	536	110	833	298	281	125	611	145	4	176	639	0	512	125	424	66	574	0	17	362	21	0	12	119	128	3629	431	14	456	80
vOUT1005	7	1845	2846	280	2385	378	21	1234	2	302	1663	8	11	2079	3535	4	13	2562	3230	2333	60174	3560	1578	25	733	0	147	413	3	408	24	452	34	1150	375	40	84	190	110750	4	23	8675	9333	554	3488	7240	1	6112	39	669	91	234	322	16	54	176578	6046	1279
vOUT1006	172	149	91	33	211	112	0	101	0	62	819	65	135	119	107	0	12	34	238	329	18441	513	52	405	88	0	44	923	294	49	332	226	103	68	255	90	20	88	492	0	284	134	241	12	330	0	0	304	199	0	3	70	116	3265	181	13	244	34
vOUT1007	2676	749	127	10	385	2	0	24	3	27	426	56	1	75	42	300	165	71	9	10	20453	8	276	6	717	3	144	4	248	19	23	213	194	331	48	5	4	146	1728	1676	130	4576	1005	1	13	119	410	25	1035	465	0	3	458	21	781	5449	4699	133
vOUT1008	7497	1064	13650	14590	1545	7993	22192	346	0	319	0	6270	0	7766	620	0	1566	8068	0	10250	17970	3101	3643	4919	2372	24	36	135	1299	6124	4143	6845	4032	968	6536	1304	1335	815	13390	3	7761	310	9289	1077	8355	3386	2806	84	30986	0	284	254	1745	10901	19	667	6012	182
vOUT1009	0	0	0	9	30	10	231	0	27	433	0	188	0	10	11	0	374	22	0	62	34704	12	10	113	1	0	23	1	1488	0	0	20	333	20	78	20	2	2	0	6210	0	0	124	0	0	0	0	353	85	1	0	0	811	644	44894	996	986	59
vOUT101	0	2	77761	15	0	1	0	2	0	119	36	0	0	50	0	0	0	0	0	1903	11	0	4	0	24	0	417	0	0	26	9	6	53	940	115	304	12	63	716	0	1	230	0	4	29	0	8	38	2	476	0	208	398	0	0	0	0	24
vOUT1010	320	743	133	1794	376	440	541	296	180	1686	8652	1896	26671	3546	658	2143	674	2068	3353	2635	208434	1554	17413	1767	3008	892	12851	1964	4846	2867	1041	1817	3101	3716	477	1242	401	2556	2018	458	662	5187	2782	2495	5559	960	5968	5035	1804	1132	308	6488	2276	1557	2533	1572	3812	939
vOUT1011	203	383	103	18	303	28	0	140	0	448	1868	26	1	19	17	0	1052	683	58	342	44866	599	35	6	651	0	5	2	30	65	0	34	1440	1093	75	5	0	221	567	230	0	101	238	0	49	1	794	180	424	1103	0	16	49	18	20	0	239	50
vOUT1012	0	0	0	938	694	11	0	388	0	764	753	1	11	1	0	0	15	306	129	652	18191	95	6	0	16	20	157	0	19	121	3916	39	13	323	367	28	93	14	0	0	4	1739	1	142	2768	120	1	921	527	0	4	782	5	0	2455	0	0	240
vOUT1013	1695	2339	1426	10991	984	720	980	1118	1041	4002	4912	7484	155	1806	435	1109	7059	5141	1749	1236	222499	1423	1063	8903	5852	1503	3484	7473	11186	4146	2526	1023	1542	3975	1854	1301	2433	6658	3702	2220	8327	3561	8244	11131	3962	6404	4218	2757	491	4574	517	1668	3290	4468	18493	6449	2454	2549
vOUT1014	1122	7096	8504	768	3462	662	40128	800	698	1102	176608	6829	1927	3821	6114	48646	12209	2845	1539	6298	142681	23845	9410	4420	3384	949	1261	27139	2451	930	1868	4335	14397	1596	2569	15868	1515	3428	40506	3073	47183	36395	38739	5089	4102	34809	5324	13226	152763	23768	227	4064	8844	2353	12629	34281	5860	2127
vOUT1015	349	1683	609	1	545	0	1282	0	202	2	977	963	0	1	623	2056	814	2	1	2339	21843	0	4385	1	450	631	6	1015	1610	0	1274	3	1172	0	2	33	2636	6	2050	904	873	1	2	1629	0	936	1685	3	5583	1652	0	5	5913	1	8	257	1321	725
vOUT1016	73	299	72	639	122	300	191	131	367	1331	7544	1626	44248	4000	315	3265	269	887	4835	929	170074	1533	35023	812	3978	686	21417	671	4041	1287	975	1882	2195	2929	399	1009	287	2769	2095	1410	914	6353	2172	1637	6283	840	9203	4577	1134	1172	363	5101	817	1018	2408	1904	3483	608
vOUT1017	5725	651	928	71	453	386	0	368	0	134	1085	549	46	65	223	0	1004	2924	233	173	23912	291	1017	1465	1873	0	922	3617	383	204	907	1329	1730	607	2050	329	26	1036	31242	0	240	253	523	6	967	1265	34	539	883	2514	19	176	304	835	0	642	1342	514
vOUT1018	1678	71	75	182	138	439	6	57	3	14	11	10	8	96	58	2	1244	1332	7	11	24310	253	313	68	115	0	8	16	342	120	7	351	13	17	326	103	16	232	2309	3	1	69	561	4	349	5	6	127	78	397	2	33	0	3	3	70	1178	119
vOUT1019	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2919	0	1129	0	9	14476	671	3	0	0	14	0	1417	0	0	0	0	0	0	1	51	4	86	0	0	6566	650	1	2527	0	0	272	0	0	0	0	1343	3	3	6549	1	103515	0
vOUT102	28	2	8369	41	6	5	77	389	2	1	0	36	0	2031	1	0	7	42	0	27	13	13	7	19	12	0	0	0	2	26	18	17	15	3	24	0	6	284	33	0	28	2	25	5	318	23	13	30	119	0	1	0	6	51	0	3	16	1
vOUT1020	771	1464	799	395	854	98	676	1043	0	59	1621	2717	239	15	40	116	617	1580	554	1728	13798	509	16	6496	838	4	502	3033	175	164	1325	1538	1228	216	125	743	409	4508	1341	0	3838	77	1468	42	16	3115	49	213	59	1717	3	116	66	2085	52	189	1976	81
vOUT1021	3476	2085	5876	19	210	585	0	732	0	881	10319	2541	16	40	496	732	0	1880	501	1153	42908	78	6	0	213	0	55	813	213	321	11	454	694	307	845	546	143	414	1523	20	272	550	7413	80	4	148	961	278	997	452	3	189	244	467	235	433	4773	525
vOUT1022	565	131	25	64	762	70	2	25	0	4	12	3	0	37	20	2	401	376	11	76	14160	50	25	4	33	0	2	15	133	44	3	69	13	3	123	47	0	56	7472	0	0	52	210	2	243	14	0	65	28	125	0	4	17	1	0	7	291	65
vOUT1023	934	1215	1426	864	587	863	1633	524	38	3022	63709	5384	421	1047	2019	9857	3506	2893	1739	929	12661	4462	1206	7564	11909	335	5828	13360	9716	328	3716	1759	1613	4507	691	506	269	682	15471	7639	4467	7347	2957	1634	1532	1288	2262	1528	1510	886	46	2373	348	22126	4518	1035	5219	2252
vOUT1024	705	89	218	12	51	29	100	33	6	258	1498	158	5	10	162	3738	187	122	33	49	9208	170	59	705	47	402	295	6140	14	18	213	25	250	189	21	87	26	106	529	22769	52	1789	44	406	71	23236	109	49	52	2557	1	66	245	160	901	7251	320	6
vOUT1025	0	0	2	0	0	0	0	0	0	0	113	17	0	2	2	0	347	0	0	0	5453	0	8	0	0	0	133	370	0	0	0	0	0	89	0	0	0	88	42	0	55	1	0	0	14	419	436	0	10	0	0	0	0	0	2	240	36	37
vOUT1026	1668	15	416	568	93	158	2	322	0	2653	36	24	181	754	90	0	153	1746	3975	17641	6319	2126	19	688	669	0	379	1571	2973	1242	1402	6219	1037	611	488	966	11	3601	2104	2	39	457	25	0	5804	0	440	2367	647	57	6	907	12	186	3579	7	17	3137
vOUT1027	0	0	35	1	3	41139	17668	2928	0	0	0	0	0	2579	0	0	0	0	0	22641	341717	3836	0	10	0	0	2460	144917	0	0	0	0	0	91	6	0	3246	0	2	1	0	0	30	1	17	0	0	0	0	0	1345	51555	1	1	0	0	0	0
vOUT1028	597	0	46	1	18541	0	2076	0	1	286	18476	12	997	798	30	0	0	14995	219	628	26386	0	0	3470	3319	0	54	0	0	0	0	0	2	7363	0	404	13287	2230	4824	0	0	0	391	27	0	13459	155	860	2	0	686	669	699	0	191	1	36785	1827
vOUT1029	9201	3551	22114	200	13723	28226	8946	7530	0	4396	19619	19167	45	93	1755	621	10983	16801	2136	9362	6807	4437	778	6320	6139	0	558	8618	1528	3553	9889	2712	10540	5287	14651	4386	1004	11822	573	52	8641	1540	9971	129	989	13967	914	1109	11892	2670	22	1131	77	923	572	2121	10125	4914
vOUT103	0	140	14783	289	319	0	27	48	3	47	0	10	1	25	0	1255	124	84	0	215	0	284	0	1131	75	0	0	1	13	1987	2	1242	103	369	0	180	0	53	1	0	73	144	664	4	0	13	216	85	29	101	0	0	0	15	20	0	69	37
vOUT1030	180	628	2169	388	411	283	1378	244	1825	1084	2270	1065	534	771	805	70147	2778	1088	252	5856	51981	482	3140	6636	595	249	288	3381	2512	904	1003	519	2251	963	323	585	1418	842	6789	3777	8497	791	1473	2340	1201	6996	1670	1137	1303	130987	58	849	1643	3789	360	92154	4272	1540
vOUT1031	131	0	1148	352	1394	284	26	1185	0	2492	9798	143	2087	685	13	220	1354	290	9840	1925	42845	2935	698	1551	1230	0	581	982	561	129	1411	41	1991	1220	760	465	41	429	2312	165	151	1020	1159	287	2659	1873	52	89	566	401	41	94	265	60	711	285	1268	496
vOUT1032	0	0	0	245	8	0	0	9	2	0	95	4	12	25	16	0	437	10	2	0	4684	4	5	0	14	2	79	248	0	32	131	27	0	187	4	12	29	172	134	0	28	3	16	8	11	257	837	16	7	5	3	49	0	30	2	163	21	73
vOUT1033	5	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	88	9	0	0	10156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	3	0	0	0	11	0	0	1	1
vOUT1034	6	0	15	4780	1340	109	2	6	8	10	13459	10	77	598	45	31	46	783	76	6103	7185	450	214	166	2682	140	198	17923	7378	561	2979	2207	1204	738	1	332	334	1216	148	509	315	411	51	4731	3053	59	429	1271	2854	12960	15	159	111	3206	8275	223	2499	709
vOUT1035	89	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4608	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
vOUT1036	1921	780	147	0	857	389	22	474	0	509	44076	375	37	7	0	0	1511	3681	14	0	34717	0	95	2	991	3148	247	461	888	38	915	193	9493	1078	551	113	8	1504	7524	11	0	1597	0	541	0	873	1067	1028	0	0	0	0	883	3824	19	0	3	0
vOUT1037	3552	34705	1526	10881	10062	14781	6747	7652	2733	74078	175288	36604	92899	48020	14571	76540	14874	66019	33125	32070	100811	34694	13891	30292	25838	15356	56147	23801	55254	16207	13616	57810	78874	77576	8859	18140	7899	26757	2211	18103	78487	103362	101432	46818	266168	57702	140506	63457	18002	24447	9295	18502	191707	54431	58384	32040	175301	32347
vOUT1038	0	0	0	1556	1	1376	0	1334	0	7870	49	0	185	480	4	1	0	3450	7	14	2857	115	128	18	17	19	0	0	31	102	1753	1439	107	346	0	34	0	3754	0	0	10	100	0	0	3007	0	2	436	1804	7	7	76	0	6	2	596	12	142
vOUT1039	0	0	2	0	0	0	0	0	0	0	119	4	0	1	2	0	143	0	0	0	5887	0	1	0	0	0	64	234	0	0	0	0	0	29	4	0	0	27	15	0	17	0	0	0	16	147	94	0	2	0	0	0	0	0	2	55	8	2
vOUT104	9	0	26783	2	105	0	23	0	0	0	0	7	0	0	0	0	0	0	331	15	0	0	0	0	0	0	0	0	0	0	0	6	31	0	0	0	0	0	0	0	0	0	3	0	0	0	76	0	0	0	7	7	0	0	0	0	0	0
vOUT1040	7	100	36	13	31	62	0	0	0	114	0	0	20	94	4	124	98	332	446	134	8245	967	195	0	63	0	590	432	41	38	0	254	21	471	253	263	0	211	2238	0	847	564	10	0	384	0	366	81	587	0	0	251	0	0	3	3	208	334
vOUT1041	0	0	2	0	0	0	0	0	0	0	86	0	0	1	0	0	224	0	0	0	3307	0	2	2	0	0	26	252	0	0	0	0	0	21	0	0	0	18	9	0	12	0	0	0	7	204	92	0	0	0	0	0	0	0	1	55	14	12
vOUT1042	0	0	302	151	494	35	0	656	0	1457	1785	0	285	112	0	1	250	72	1208	396	27749	739	134	79	399	0	101	114	247	0	586	0	1215	222	197	59	7	118	238	2	22	82	619	4	544	357	1	6	107	0	2	0	2	2	34	101	93	87
vOUT1043	1625	530	4039	24	3367	5692	1685	2409	0	1442	940	3338	0	28	251	102	1763	4916	360	2573	3912	773	179	1097	1518	0	103	1592	369	721	1798	589	3991	818	3826	364	276	2134	39	0	1422	509	1584	12	220	2311	126	201	2558	856	19	176	23	98	143	384	496	850
vOUT1044	43	152	155	30	173	109	110	93	36	14	0	201	139	31	5	38	103	27	53	305	1913	58	15	39	212	4	13	0	16	202	127	48	845	39	254	1024	123	164	66	812	77	151	6416	2	123	90	16	45	30	156	6	62	13	95	414	4	92	16
vOUT1045	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	115	3	0	2	0	8363	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	10	0	0	0	2	0	0	0	0	140	8	0	0	0	0	0	5	0	0	0	256	0
vOUT1046	472	33	0	3	0	9	7	0	0	10	7	3	7	2	34	1	36	384	40	6	54104	4	13	72	0	0	0	1	3	25	216	0	15	1	2	8	2	0	12	35	21	1	159	4	20	0	15	1	15	6751	0	1	5	2	4	158	1	25
vOUT1047	1	3	0	6	13	3	0	0	0	7	0	4961	1012	12	0	0	2	463	20	0	18584	890	0	27	4	0	0	2	75	13	1	11	1	66	11	72	0	6	1	0	0	98	434	10	1387	0	5	2	18	0	0	919	1	0	0	0	0	0
vOUT1048	0	8	7	61	0	1	7	123	0	0	0	1	4	1	149	0	49	337	66	6	26723	151	58	3	0	0	161	15453	104	46	64	5	588	305	40	44	8	16	428	92	2	5	188	0	141	6796	1285	40	456	446	0	111	0	17	1216	84	138	21
vOUT1049	5	30	382	12	23	27	219	11	0	132	750	117	34	59	5	639	682	162	214	68	3518	174	94	84	128	155	744	226	120	64	5	23	67	38	40	5	4	71	1418	1990	547	647	270	153	48	2	3	59	29	84	2	74	19	269	64	87	9	91
vOUT105	689	3377	7928	456	1637	2472	2249	1572	7	296	0	4097	1308	293	153	897	1209	750	513	3192	562	342	211	777	359	20	353	0	152	1966	897	1000	4577	868	3712	1523	2252	2578	722	5661	2004	1957	1382	99	308	722	539	333	545	1086	237	183	348	413	104	85	1904	208
vOUT1050	13	204	56	44	367	12	672	361	4	71	263	1	0	0	0	63	1183	40	47	581	4189	1	3	1	28	0	0	132	90	24	409	60	60	30	82	0	10	109	10	0	2577	25	54	31	58	39	2	16	93	43	1	23	2	0	4	27	13	2
vOUT1051	7	424	336	34	0	383	0	33	0	0	0	0	0	1	174	0	0	29	0	1	21501	1	16	0	0	0	10	11	21	536	10	32	680	2	52	29	0	6	11	14	97	40	656	0	169	83	7	38	62	3	0	12	1	439	17	34	2	61
vOUT1052	9	0	0	170	55	7	39	0	84	39	181	440	0	3	116	0	0	240	2	547	3717	0	37	15	263	0	41	0	1	108	0	0	390	201	17	52	37	0	784	0	0	0	48	1176	160	0	0	37	13	0	124	87	310	0	0	213	1126	0
vOUT1053	43	0	0	2	86	365	0	0	0	43	377	0	360	25	0	0	0	49	0	128	20595	0	138	157	155	0	6	1	2	26	157	207	0	210	248	225	421	13	0	0	255	409	8	3	125	0	606	177	3	0	144	244	31	1052	0	0	0	0
vOUT1054	0	5806	975	2559	2086	1851	1032	418	6	4824	16801	27779	46619	1355	1022	5780	3957	1833	4274	864	2995	804	7850	438	1466	8	12215	993	11288	2268	1292	5359	38224	8216	127	5352	44	1633	443	461	1093	1700	18118	5381	5750	2469	11780	13345	1532	11	4695	14237	30335	8513	3525	4	89	1358
vOUT1055	18	197	156	109	125	83	221	96	2	383	4207	609	38	149	85	415	120	333	269	89	3550	220	126	745	1197	59	900	2463	1700	52	66	150	147	271	72	47	49	134	1315	1072	1354	1008	985	136	153	121	427	194	149	257	22	321	288	1087	620	195	764	127
vOUT1056	0	0	13	2	0	0	0	7	0	0	0	7	31	0	0	0	0	9	0	68	1359	7	28	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	30	0	81	0	0	17	0
vOUT1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
vOUT1058	18	0	0	0	0	0	3	0	0	0	0	6	0	0	1	48	14	2	0	6	167	0	0	13	0	1	0	75	5	0	16	4	2	0	12	2	0	2	46	35	5	0	51	0	0	650	25	0	0	2	0	0	2	4	0	12	2	0
vOUT1059	1851	7	10756	5	0	3	6	2	1	27	94770	10049	0	7760	2082	0	0	67584	3	143	143	239935	0	0	72661	2	5529	43726	3	20	2067	8228	5896	61002	3	2019	13846	12522	96675	2	5325	10443	2990	7051	5	0	105705	513	39	0	13	82	6	13352	0	0	42400	581
vOUT106	0	0	3943	15	321	125	122	150	0	347	99	241	190	104	93	3	1731	629	198	15	0	758	44	0	221	0	73	4	434	369	0	25	145	291	0	84	831	104	0	0	5	0	3333	626	290	1	0	388	192	240	69	629	361	570	75	0	321	98
vOUT1060	16	17	15	321	6	11	10	3	1	4803	27	12	5	4	1202	0	19	43	5	1	6	48653	0	5	42	0	3	0	3	711	50	14155	9294	386	83	1249	37	22	8561	0	5	3035	13496	0	1	1	13	3	1	0	134	2441	0	1	640	1	4284	34
vOUT1061	0	1	21	399	2	138	0	20	0	5982	1	20	0	0	1141	1	2	108	0	1	12	57638	0	0	85	0	188	1	6	1026	89	52502	11947	578	118	1577	48	10	11245	0	0	4621	19975	0	1	0	14	4	0	0	173	3992	0	0	896	0	6196	4
vOUT1062	20654	3132	12041	32856	5944	7731	72038	1438	0	828	0	22344	47	25048	2364	0	5251	31518	4	18564	9859	35614	12957	18608	7620	39	61	327	1276	49053	11025	15446	10920	2723	16004	1922	3755	5995	32159	2	23496	1220	14154	2973	21211	12072	9249	143	97568	0	984	776	4520	30866	130	2283	21274	211
vOUT1063	2	2	0	506	16	6	0	0	64	224	58	208	39	168	5	1	0	1091	14594	9	17	58818	2360	22	1919	0	4124	666	96	3005	88921	902	524	76211	278	5676	25	858	66	4	190	407	8	183	54044	0	24	113049	120	10	21	146639	37	279	189	33	4	31
vOUT1064	778	279	1620	154	51725	26427	67	7548	44	3690	16	4119	99	284	534	37	1544	3107	39	27480	121	109170	15	9969	1838	5	1960	1055	1689	21342	10981	4225	51657	3533	951	118081	483	21780	1923	10108	737	1505	1862	14	5984	183	2663	424	248	1866	129	4909	89	6609	3010	806	3224	12621
vOUT1065	33	2	25	2	4	35	1	0	1	36	27	1374	67	196	5	6	12	7	78	1	304	201575	73	1269	124	82	129	44	5065	10	2	0	52	12	0	0	3	1	0	17	44	432	20	82	80	450	1354	32	80	96323	6	166	21	273	665	19	49	272
vOUT1066	4	17	1044	1022	5	1846	2	4911	0	1940	6	1	1	575	6	16	10	1	2306	0	2	23821	0	0	4991	0	691	0	22	1235	46	6970	3686	403	1684	2110	105	4143	6608	0	40	117	243	0	1935	0	1697	1948	1	0	17	1344	17	768	18	0	59	3360
vOUT1067	8	0	7300	1608	17	6	0	3269	0	131	275	1	38	1637	62	5	3531	6179	106	1125	36	55577	4384	284	10762	25	3224	71946	1348	310	1338	497	281	556	33	261	213	274	796	2	498	6255	864	131	6965	4	30	1583	1393	69	31	1088	21	147	10545	2	40368	1979
vOUT1068	10	3	72	18	0	16	2	31	0	222	92	58	63	13968	5	0	18	240	83	41	59	143530	24	36	86	0	171	14	1169	1609	1	3008	135	8575	87	58608	0	5885	11943	0	0	99	5	1	7329	4	713	23346	99	0	0	784	10	52	128	0	37	7058
vOUT1069	17357	40561	6383	7295	11717	8272	15427	6380	56364	17589	175058	116977	29772	10438	10354	23216	47389	23936	17482	13936	109525	49618	50587	72950	79917	55382	43585	119670	58514	19066	12556	6131	27871	47664	8702	5954	15908	11214	26120	89372	177309	44430	162866	238564	32767	125500	44823	39452	7662	14074	2736	40881	75161	104120	216430	75540	45894	7108
vOUT107	0	67	1196	194	43	0	37	67	0	185	1634	514	190	111	0	447	10	5	86	489	0	45	80	15	30	49	82	9	73	245	77	118	187	373	13	16	196	2367	79	0	124	391	486	32	47	2782	87	22	52	78	640	21	126	1020	0	342	6	81
vOUT1070	149974	241734	207402	64651	212350	58124	362106	69071	2352	47006	149901	192385	9286	13863	84851	100352	290601	133524	5706	79663	45881	51551	37662	268053	39352	706	2186	16364	41813	18089	325455	78205	242740	95724	534968	58445	725012	81843	17130	4	135283	50073	70422	38314	6949	106317	16043	23162	90647	219986	12513	27203	77843	89184	53291	46248	122764	25223
vOUT1071	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33801	0	0	0	0	1937	0	1	577	36	21164	0	0	0	10	4	0	0	0	0	0	0	0	3694	0	0	989	95	0	0	0	0	0	0	0	0	1
vOUT1072	77	0	26	57	36	23	0	35	0	176	1	0	23	45	10	0	13	3472	337	1515	242	20164	25	35	56	7	577	281	327	1174	227	210	117	881	8	266	0	244	150	0	2	50	16	7	722	0	57	439	90	2	5	440	0	78	47	0	194	469
vOUT1073	121429	35802	43188	10976	52633	9363	248	117354	1	14532	0	23443	0	4721	3514	0	211	58475	345	2	9	117708	4779	0	21999	6	1776	0	13190	10429	55	1023	185	44288	58762	49779	273	36012	37989	0	0	11263	26938	0	2	0	15400	41579	205	0	1449	86086	2317	36214	2409	198	54084	9391
vOUT1074	89	80	56	302	111	48	15	32	0	829	320	82	6	311	769	0	4322	58	42	62	2	28872	236	0	147	0	15	0	266	143	325	572	205	19941	224	21335	4	323	538	0	19	62	10	0	133	0	2471	308	1353	340	0	85	2	36	680	88	862	124
vOUT1075	7444	3976	15166	1021	16394	117	5941	2683	85	5640	264	4479	37	1387	1590	1374	3570	1677	4018	32	46	24001	27	139	2579	15	719	451	3008	4430	24702	5839	3985	1057	13510	24863	454	23821	5087	502	2316	904	2020	33	365	2	513	2403	361	10402	164	6857	167	14494	204	200	440	9512
vOUT1076	0	0	0	0	1	0	0	0	0	0	7	0	1942	224	42	0	42	70	117	25	5	12695	0	42	17	0	0	0	82	46	232	8	18	8	0	13	1	9	1	0	0	1	24	0	65	0	10	4554	0	15	0	6	1	4	104	0	33	0
vOUT1077	410	4	741	27	2	2	0	1	0	21	24413	6842	7	3961	931	0	1	5123	43	35	54	77179	9	41	7638	3	761	8734	16	10	532	1201	557	20092	3	684	1266	943	8051	16	1612	906	285	3182	41	1	9566	72	20	0	0	16	0	1828	17	1	8468	28
vOUT1078	0	0	0	0	0	0	0	69	1	0	0	91	0	0	0	0	0	0	0	0	16	66610	0	0	1	14	125	0	314	30	0	0	0	1524	0	1	0	0	0	191607	3	0	8	1	86	0	0	1304	2455	0	0	0	0	1	0	0	0	0
vOUT1079	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	757	0	8154	0	0	453	13154	0	0	0	30	0	2372	0	0	0	0	0	0	3	269	0	40	0	7	4051	374	0	2579	0	0	7	0	0	0	0	1316	4	2	3384	2	34902	0
vOUT108	0	104	17613	36	82	1	256	4551	0	235	6322	4092	629	7	279	4	313	182	168	2829	173	522	54	182	291	0	123	91	43	715	3701	884	252	2206	1886	317	247	508	103	4	1463	6	160	8	79	298	50	7	6	1821	0	70	418	92	103	86	4	0
vOUT1080	38544	62141	59472	16696	47494	12020	93239	19066	536	13619	44787	47533	1066	3506	20887	39558	79717	38202	1799	16154	13315	19581	8592	104731	11365	212	637	4500	10242	2173	82694	6178	74902	33024	148409	21894	201476	25035	6526	0	36501	12111	18721	8505	1943	30101	4116	6671	23077	60450	2839	5909	14121	20207	15163	12202	32523	5196
vOUT1081	301	2994	0	123	467	248	1596	124	405	1596	11843	774	147	129	838	6788	1344	806	1391	465	4	6368	3866	820	866	0	475	1	1781	854	1237	395	8683	1634	591	299	980	771	1	1	4252	3371	1178	3231	1251	2	6653	1245	3289	4829	2056	2551	14534	3476	3085	3715	4074	3
vOUT1082	0	0	3	101	0	0	0	0	0	0	0	0	81	0	0	0	0	50	1083	0	13	13976	11	0	0	0	61	0	1288	2401	0	0	0	2	10	2165	0	11	307	0	0	211	0	0	630	0	0	2181	258	0	0	2052	0	0	0	0	230	6412
vOUT1083	1628	127	1	321	294	634	0	194	0	562	302	565	174	705	78	14	404	4483	6629	552	676	10986	145	209	504	0	276	229	814	492	139	526	1519	1191	2257	1415	32	713	95	2	1	77	397	2	406	0	0	843	2123	1	50	49	0	14	14	189	203	4843
vOUT1084	0	1	1870	1	8	84054	44660	4190	0	0	0	0	0	4048	0	0	0	2	0	44607	27024	50712	0	1	0	0	3616	223838	1	0	0	2	0	144	6	0	5581	0	2	3	0	0	2	0	4	0	0	0	0	0	1200	84695	1	0	0	0	0	0
vOUT1085	241	188	6	564	114	158	112	1238	151	829	1190	1436	304	589	1426	5844	338	306	168	2	1054	17961	3711	1090	682	424	9444	1440	211	68	158	711	3160	1070	80	123	234	67	25	0	530	739	1634	1882	3679	1833	904	742	39	8	38	700	1197	375	3759	0	308	53
vOUT1086	1038	3512	45	6317	346	6113	1	6003	0	3365	3129	1978	19206	12823	138	85	2125	3009	6180	9477	159	56588	44503	2608	5004	1327	1528	97	75374	12533	24064	16359	33554	18876	1206	7474	79	9473	169	1	8	19587	3019	1682	36737	549	586	3233	8499	16	117	6470	10477	4070	1947	18	1834	2168
