Contig	TXAS01	TXAS02	TXAS06	TXAS09	TXAS10	TXAS11	TXAS12	TXAS14	TXAS15	TXAS18	TXAS20	TXAS21	TXAS24	TXAS25	TXAS29	TXAS30	TXAS31	TXAS33	TXAS35	TXAS39	TXAS42	TXAS44	TXAS46	TXAS47	TXAS48	TXAS50	TXAS51	TXAS52	TXAS53	TXHC02	TXHC03	TXHC04	TXHC05	TXHC06	TXHC08	TXHC10	TXHC12	TXHC13	TXHC15	TXHC16	TXHC17	TXHC18	TXHC19	TXHC20	TXHC21	TXHC22	TXHC23	TXHC24	TXHC25	TXHC26	TXHC27	TXHC28	TXHC29	TXHC30	TXHC31	TXHC32	TXHC33	TXHC35
vOUT2589	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	7500	0	1	0	0	60	0	0	0	2307	0	0	802	0	0	0	1106	0	0	0	0	2	0	0	0	9465	0	5074	23	570	0	0	0	0	0	0	0	0	0
vOUT259	28	34	522	782	62	1365	5	15859	0	1554	18	45	9	486	2	11	27	4	4468	2	0	4234	1	0	4935	0	492	0	20	1169	247	18237	4111	481	4298	2022	70	3581	18027	0	108	113	217	0	1497	0	886	1646	7	0	16	4094	18	700	10	0	52	7428
vOUT2590	47	19	15	3825	68	1002	3	42	0	3315	1048	550	264	2268	74	1	1167	698	2331	3193	0	1322	986	231	44460	26	5514	20	936	1236	272	3501	1143	417	235	372	0	11987	1028	4	10	327	151	43	47874	149	138	957	2598	12	174	10157	542	0	35	154	7215	815
vOUT2591	0	1	0	461	2864	719	0	3	0	7359	5787	97	3934	1121	3368	0	9050	8271	6	26	0	569	5959	20	681	0	248	0	5170	6561	42	2026	14	20129	596	3918	45	605	3964	0	0	0	88	0	15696	0	3	407	5	0	184	1098	18	2	0	0	1073	33940
vOUT2592	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	8	20822	1	1	0	0	130	0	2	0	14238	1	3	1478	0	0	0	2132	0	2	0	0	0	1	0	0	13127	0	10822	43	853	0	0	0	0	0	1	0	0	11
vOUT2593	2	195	0	20	0	26	36	10	13	24	117	174	0	1	0	0	12	469	0	236	24	14	16	6537	56	0	9	54	101	0	6334	14	6312	89	26	8	167	70	0	0	4140	0	95	390	24840	539	0	34	3	614	3	182	3	38	0	23	620	28
vOUT2594	0	1524	893	9436	1462	1611	32357	1161	3	6124	315	4383	1226	9500	7711	20126	8344	2821	1715	5600	772	4969	28522	8921	6361	1	2384	2	2289	6814	145	7172	33947	13487	2410	337	8921	5178	59371	0	1977	2672	10491	500	25769	26	2049	1614	5450	51	1784	2546	1297	2568	3644	251	2869	681
vOUT2595	0	2	0	9143	2	11	0	1	0	6957	289	0	0	0	2	0	0	8096	17320	1333	1731	259	0	117	0	0	0	10957	0	1335	43	14992	0	45	0	298	0	3939	3	5	2	8047	0	0	17730	0	1286	5282	183	14	62	1567	72	278	120	0	798	146
vOUT2596	49	50	162	1017	395	358	611	73	27	1904	10426	170	35	633	166	326	131	537	6815	1428	1042	367	11541	854	1212	13	599	1831	2010	353	858	510	2246	272	350	374	147	750	768	219	1263	2082	170	870	16470	30	139	724	815	1204	53	221	1250	1512	3016	3	364	248
vOUT2597	720	0	0	238252	4865	35	12	10413	2998	0	0	23	19318	19076	9515	3	81093	12101	4252	13	1443	5704	218	1	19770	927	9611	2560	12	32121	183027	40823	61	7786	597	8833	28955	135830	94233	0	173	3625	15591	14030	19308	0	44083	23603	3592	7643	5030	40499	212	31935	0	0	90	19924
vOUT2598	0	0	0	23655	20	4	0	0	0	6381	0	0	0	5	0	0	0	17129	51639	3232	0	630	3	0	0	0	4	0	1	1995	20	29198	2	90	4	451	2	8475	6	0	0	48147	3	2	23167	0	2711	11212	404	5	183	3149	6	0	325	0	0	0
vOUT2599	5	0	0	290	87	21	0	0	0	27	712	0	104	80	2	0	2	17	7615	330	273	51	1	4	132	0	21	383	416	64	192	131	133	62	119	54	23	22	129	1	17	35	0	231	15985	0	18	103	248	724	3	55	2	198	385	0	140	26
vOUT26	9801	140	2	7	4	16	91	30	0	96	140	48	6	3	106	18	174	223	174	33	2999	1	92	308	23	0	12	51	8	158	100	3	129	9	8	56	23	10	60	364	106	9	1992	80	17	35	43	8	140	2751	2	0	18	86	5	724	40	4
vOUT260	137921	66989	164856	7485	47242	9035	44730	68230	197	8812	2555	44037	520	9537	1195	63185	58133	70397	7057	50785	167603	25817	2314	142712	6981	11	22164	2522	679	16138	9070	29251	7311	18135	88598	47041	51844	17058	70557	602	11256	79545	6679	8710	2259	7325	12758	88460	2170	4985	69	10703	41968	34997	31445	18206	21789	19518
vOUT2600	7919	66	209	152	494	565	87	868	0	1367	9412	1921	496	4735	3856	19	71	2211	1698	392	2430	4965	1390	9793	4986	18	2765	6814	3716	3949	943	5055	4166	16998	600	10700	17	294	3956	307	931	5560	765	1	28536	10459	322	5459	868	5550	220	4635	309	106	9	85	14219	25915
vOUT2601	0	0	0	3	0	0	0	2	0	1165	0	0	0	2	0	0	0	3	5	6202	0	0	0	1	0	0	0	0	0	0	3167	1	0	964	1	0	0	0	0	0	35	1	0	0	8991	0	0	0	1	0	0	0	0	1	0	0	0	0
vOUT2602	621	295	18	2292	135	198	229	1288	63	181	10801	127	137	6322	1249	833	2688	1006	774	197	7	1117	1287	123	653	0	43	115	305	65	651	3011	1763	656	188	1945	341	1516	0	0	802	544	3475	1081	71229	4024	6456	4908	246	653	233	486	2252	1021	419	365	5130	1780
vOUT2603	0	5	294128	1	17959	51	71	35	0	0	0	0	0	134	0	0	0	3010	0	205107	213	23	0	0	0	4	30	417	0	4	0	63	8	0	0	0	4997	0	2	0	0	0	29390	1	18213	0	0	0	0	0	12412	692	200	0	5	0	0	0
vOUT2604	11	2201	454	446	6	2518	0	293	0	1354	2486	1028	1	17	436	0	43	3247	47	5666	0	508	31027	2904	3604	0	639	2182	3614	989	308	3795	2607	1225	1678	2112	3526	3596	3047	3	869	1258	4070	286	11257	0	13190	1460	2766	239	4	1759	191	315	443	0	13736	1148
vOUT2605	390	13	0	1312	90	5944	92	58	2	2118	33	175	2843	2712	0	75	0	51	13756	4	0	5	0	0	65	96	55	36	0	3198	263	305	420	66	200	800	8	631	92	85	4	221	4	26	29683	0	33	612	490	0	5905	26	122	4	185	3	81	53
vOUT2606	231	0	0	530	5	904	1	195	0	447	63	46	8409	1381	90	321	621	1025	1499	21	3	1058	11217	20	694	26	252	1	5309	457	4368	2178	1651	676	241	398	0	2530	2	0	3	729	12	2	16367	3	4013	4656	2805	1	198	2632	43	0	36	1	17	257
vOUT2607	23	205	423	1030	267	20859	28887	921	78	126093	199335	1595	3781	13781	368	1049	346	16255	27612	9828	48	36782	153610	48644	55845	113	36269	19454	10720	5627	106886	90772	108136	49678	421	744	599	34187	319	381	78909	38886	2120	4473	407645	337	146212	8636	8065	1729	142	49700	83048	11115	87338	491	88393	5456
vOUT2608	0	0	0	0	0	0	0	0	0	0	0	0	151	2420	0	0	0	0	0	0	0	0	0	0	0	0	91979	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40112	0	0	0	0	0	0	0	0	0	0	0	0	0
vOUT2609	479	752	197	1070	559	166	402	345	0	1093	20616	2294	2	347	704	0	383	1142	23	2734	106	414	1318	2692	2839	1	5070	4419	2293	2081	1181	7339	12363	2041	1094	537	200	5230	331	0	1168	5161	908	990	12748	2590	960	1236	63	100	5	6519	1103	2629	0	0	1387	1345
vOUT261	244	34357	47	24910	271	25774	360	44074	52	7768	1900	1253	48633	40975	339	506	541	5132	26019	40147	176	57054	121527	1435	7828	429	7001	855	288111	51507	87832	53754	120565	54720	2825	28844	242	37664	1079	38	272	80956	13741	3528	144088	551	495	12422	28065	895	117	21122	37406	706	794	72	2502	8724
vOUT2610	0	0	0	2	0	1	0	0	0	873	0	0	135	0	0	0	0	0	1065	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	804	0	1	0	0	0	0	1253	0	0	16443	0	0	679	0	0	2	9	0	0	0	0	0	0
vOUT2611	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35515	0	0	0	0	0	0	0	0	0	0	0	0	0
vOUT2612	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3027	29	36	0	0	0	0	7	0	0	0	0	0	5	4716	0	0	105	2324	0	1	0	0	0	0	0	2	0
vOUT2613	1	0	0	0	0	84	0	0	0	0	0	0	0	7	0	0	0	92	0	0	0	2	1110	0	0	2	0	6804	0	1040	0	0	5	0	0	1	0	0	0	0	5	0	0	0	10288	0	0	1	0	0	0	0	1	0	0	0	5	28
vOUT2614	0	0	64	1	20	101	96	0	0	920	0	0	15	52	21	0	0	142	736	245	0	657	6	6	1224	0	443	0	162	6	593	609	1	12560	3	915	0	46	36	0	0	894	40	430	4137	0	0	383	5	0	0	13	0	0	0	0	0	13
vOUT2615	12	13	28	33	23	22	24	51	7	18	30	16	14	19	2	6	17	11	5	5	20	4	4	5	5	5	6	4	7	20	24	20	26	26	50	16	20	30	26	15	10	8	15	5	6836	6	8	11	8	12	9	10	5	10	2	5	9	5
vOUT2616	0	0	0	3	0	4	0	17	21	0	0	141	21	19	0	0	241	0	4	2327	0	403	139	0	396	0	0	0	0	2	0	962	866	3	1	144	0	5185	0	0	532	3	385	174	10085	20	0	50	39	0	377	945	70	65	0	0	349	3179
vOUT2617	59	861	44	1922	50	1454	3	686	0	770	985	329	1468	1557	84	84	420	1252	700	1188	25	3374	8313	315	851	52	408	10	12401	2231	6636	11357	3413	3125	356	1782	65	1629	205	1	7	5572	807	321	65902	302	18	526	1994	5	17	922	826	561	119	8	237	591
vOUT2618	0	2874	1	0	0	0	0	0	0	44	3460	0	0	217	0	0	0	0	0	0	0	0	0	222	0	0	1	0	0	2	762	18708	5851	15	0	0	0	1334	0	0	0	0	0	0	16215	0	0	0	0	0	0	0	0	0	0	0	0	69
vOUT2619	0	1	0	20	7	0	0	373	0	5	0	6	0	5	18	0	0	4	3	255	0	1	0	0	0	0	2	0	0	1	0	8	7941	1773	7	297	0	3	0	0	0	0	0	1	6056	0	19560	1875	1	17	24	30	0	0	0	0	0	117
vOUT262	541	2992	97	10869	424	9389	15	47809	2	6388	2845	2720	20839	18996	249	273	1399	4986	8177	12522	104	21921	53643	2821	17036	554	2778	280	77466	19285	36128	24135	49460	28246	1724	12951	270	15788	680	5	44	33183	4142	1607	49157	865	980	13659	14289	75	206	9452	8409	1476	903	38	2449	3586
vOUT2620	0	0	0	3424	1	387	2	0	0	2421	0	0	58	9545	0	0	0	4265	9228	5478	2	4314	0	28	2983	1	620	0	3976	4888	9173	2029	5049	3733	106	1205	1	4323	31332	0	0	1765	0	0	18958	0	2678	3861	754	0	1	211	0	290	1531	3	0	2098
vOUT2621	1052	642	364	6072	1040	1442	564	1218	118	4164	6357	1997	1735	7552	776	442	2386	10714	15702	8207	1848	5940	18873	6490	2367	561	2514	1361	8782	4563	7452	4000	8725	4477	694	6427	1600	4777	12991	358	1015	1992	2320	1448	19619	159	2317	2604	3763	1670	406	2218	2198	2200	2977	2259	1372	14209
vOUT2622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	249	0	43	0	3	0	1296	0	0	0	0	0	0	0	0	5060	0	0	11	0	0	0	0	0	0	0	0	1	0
vOUT2623	0	592	0	0	322	0	0	19	0	26	1725	0	587	2	0	0	0	36	45	0	2	160	0	0	3808	0	0	12020	431	0	3	2	31	0	0	38	0	109	0	0	0	0	0	0	8621	0	0	317	0	0	21	1015	0	0	0	1	17	12
vOUT2624	0	0	173	7	7	124	0	35	0	86	3	0	0	29	18	0	0	87	285	0	0	556	6	0	0	0	2437	0	53	1600	1	3331	0	469	0	639	0	0	499	0	0	398	32	0	4012	0	1	4	2963	0	32	37	0	0	142	1	2	3404
vOUT2625	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272450	0	0	0	0	0	0	0	0	0	0	0	0	0
vOUT2626	91	0	28	106	1	44	0	27	0	106	2	0	12	36	2	0	5	51	108	1434	53	76	0	56	21	0	49	152	94	98	4918	120	103	59	38	46	0	1192	97	0	1	39	1	77	9720	0	1226	218	54	12	0	156	0	39	26	0	2	56
vOUT2627	0	69	0	181	2388	7	0	0	0	1843	373	0	11	827	0	0	0	22	4	44	0	46	0	0	55	1	1	0	11	0	251	10	33	524	207	35	42	457	0	0	0	4	825	0	32193	177	0	41	11	0	3	499	0	0	2	0	357	1
vOUT2628	0	0	8	9	0	722	75	0	0	167	17864	0	108	3	150	0	0	1255	244	0	0	36	0	1	0	0	0	0	987	114	0	174	14294	1400	0	336	313	1333	2	0	0	4760	191	574	148285	0	276	2455	53	0	147	578	6	0	0	1	716	0
vOUT2629	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	0	1398	21	695	0	0	0	0	0	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5169	0	0	7	0	0	2	0	0	0	0	0	0	833
vOUT263	18955	25849	1137	3247	9510	0	7	26387	33	12718	1	15661	18107	4362	1486	4	11325	46579	27596	2	25720	7886	10547	4	10260	69	924	0	2	760	3	3115	16339	7937	13809	23381	8924	9183	5635	0	24500	10392	9483	250	345	2	4998	8852	4191	2	786	4764	1294	7099	1693	603	6470	3337
vOUT2630	0	1	789	45	745	305	443	390	5	1513	2668	509	1398	562	979	2	786	1843	637	249	26	2885	827	1	168	0	152	0	1065	1833	1	655	635	1538	2	429	805	256	1	2	4	0	10191	856	6982	29	2	485	694	446	19	288	2227	992	1650	8	584	392
vOUT2631	0	0	0	20	0	3	0	622	0	2320	16	30	2210	764	0	0	0	131	54	0	0	238	5133	8648	35	4	3	0	263	105	687	232	3767	5020	7	521	0	0	0	0	4	481	694	0	4544	7	71	451	455	1	7	70	5	0	0	0	0	1
vOUT2632	207	0	64	25	348	94	71	10	0	268	1697	297	214	29	0	0	69	107	9	207	1579	380	1041	340	281	0	33	466	316	73	112	160	883	342	115	310	230	400	0	0	212	707	551	296	1885	0	1093	118	96	0	16	851	3172	942	0	0	0	33
vOUT2633	0	927	0	87	0	120	0	0	0	2	0	57	63	2	0	0	0	155	2	3	0	16	0	149	0	1	0	0	92	65	0	719	2	3	16	1090	0	0	455	0	1	1137	29	4	3008	0	0	54	174	0	0	0	0	12	1	0	2134	1
vOUT2634	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	2	0	0	1	0	1	66	0	0	490	0	2892	0	0	24	0	5	6	22	0	0	0	0	0	0	0	0	2	2	3958	0	0	1	0	0	234	0	0	0	0	0	11	9
vOUT2635	537	1126	0	76	291	4	0	194	0	315	153	259	336	535	0	0	925	713	359	8	22	105	499	511	747	12	39	935	292	99	469	646	1343	297	20	221	0	468	1	0	5	415	17	35	2820	25	4050	503	3536	0	8	112	28	0	0	0	24	171
vOUT2636	0	22	277	10	1	5	11	8	0	17	105	23	5	40	50	0	0	120	367	98	2	319	19	61	770	0	342	5757	561	170	192	191	1915	59	24	202	268	20	23	77	151	1047	43	152	4754	0	3483	801	10	46	542	442	88	62	11675	83	6785	232
vOUT2637	0	0	0	2248	2	929	1	1093	0	12097	134	1	133	559	4	0	0	2669	5	12	505	9	301	48	15	18	0	0	40	130	1410	1641	110	294	1	8	0	4140	0	0	13	40	0	0	11552	0	3	262	1874	12	9	73	0	0	0	363	9	67
vOUT2638	0	1	0	265	0	335	26	0	0	1006	0	0	573	189	0	0	0	0	637	3493	0	0	0	0	0	226	686	0	0	723	5	8550	0	0	0	0	2	2	98	9	0	6	0	152	11193	0	0	8	0	0	232	0	24341	0	122	2	0	0
vOUT2639	28845	47324	42589	14290	35179	9274	71882	13435	597	9342	31035	38942	769	3022	18012	17043	51467	25079	1064	11960	8591	11085	8225	34235	8151	161	458	3283	8962	1819	68064	4231	48460	17052	100342	9845	164885	17838	4791	19	26579	9755	13103	7124	2712	21726	3527	4623	19421	44830	2152	4822	13527	17240	10335	9320	24245	3629
vOUT264	283	142	3	6	3	2823	41	64777	0	2058	23	1	0	2	15	49	4	70	5	0	45	21	0	0	40	0	67	0	23	1831	0	6	0	3073	78	222	123	16	1	4	0	0	106	0	11047	0	1	3	11	127	72	0	1	58	301	0	72	11
vOUT2640	66	21	24	414	0	0	0	0	0	422	0	102	0	394	0	1	72	403	16	0	1	103	0	0	2527	0	252	0	1980	313	0	1278	1901	555	50	132	29	258	0	0	850	1124	1	0	9420	0	0	314	73	1884	30	2448	67	236	280	0	39	28
vOUT2641	0	0	0	0	0	1	0	0	0	147	0	0	0	10	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	82	0	0	0	0	0	0	0	0	0	38260	0	0	0	0	0	370	3177	27	0	4338	12	225	0
vOUT2642	0	3	0	552	4	2	0	774	0	537	0	1	1	189	548	2998	0	1	0	0	9	5671	1129	0	1	2	4486	0	0	5	0	146	1683	229	43	17	2	0	0	0	5	242	0	6	3850	0	0	229	0	0	0	148	0	0	1	0	3	0
vOUT2643	0	1	83	2	3	1	0	31	0	138	88	0	5	115	0	0	4	7	0	9571	0	0	11	2	64	0	1791	0	0	21	8	7	21	355	22	487	4	132	293	0	1	3	0	5	13225	0	3	31	4	127	0	276	109	0	0	0	0	4
vOUT2644	0	0	0	152	0	0	0	233	0	48	4	3558	0	704	0	0	0	4	1053	0	0	0	0	0	55	0	0	0	0	171	0	0	1	8	33	27	0	113	0	0	2	105	14	0	5711	240	0	72	0	3	70	30	708	0	0	0	2	0
vOUT2645	0	0	0	0	0	0	0	0	0	0	0	0	3	59	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10951	0	0	0	0	0	7	0	0	0	0	0	0	0
vOUT2646	0	27	0	0	7	3	7	0	12	6	164	10	41	8	0	31	32	6	3	7	116	2	815	45	114	13	127	9	1663	22	482	4	621	46	0	1	7	2	1	0	117	475	62	89	1318	86	58	7	1	307	51	521	23	913	56	0	3528	2
vOUT2647	0	0	120	1	0	5	0	0	0	7	0	0	0	0	0	0	0	38	13	2	0	5	1	0	0	1	11	0	2123	9	0	15	5	19	0	553	38	13	0	0	0	0	0	0	1870	0	17	0	84	0	0	600	4	5	0	0	156	6
vOUT2648	0	0	0	92	0	27	0	0	0	2	15	0	0	2704	0	0	0	281	1918	1038	0	254	2	0	550	0	521	0	911	329	471	18	1408	254	31	8	0	0	3001	0	0	4	0	0	5240	1	402	37	384	0	0	5	0	145	532	0	0	11
vOUT2649	8	0	484	37	37	82	0	6	0	100	28	0	11	21	19	0	1	57	19	177	0	1551	0	10	33	0	235	698	659	191	1482	76	299	7	1	42	0	85	7	0	2	17	0	0	42480	0	18	1001	195	2	0	6	0	144	0	0	25	15
vOUT265	41925	47922	2921	5838	17022	78	105	55960	37	21969	10	25309	28440	7126	2251	34	25914	79064	50864	102	44716	16405	17697	20	17614	166	2366	0	17	2015	31	7753	40115	20655	26201	41749	14532	16992	9385	243	41891	18816	17320	435	499	44	11007	16294	10205	52	1172	8669	2712	12842	3762	2859	11815	6326
vOUT2650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24658	0	0	0	0	0	0	0	0	0	0	0	0	0
vOUT2651	26	0	0	2	0	0	0	0	0	1075	5337	0	0	0	12	0	0	3	0	0	0	386	13912	1	1	0	560	0	301	32	15	0	22	839	0	209	0	0	0	0	0	13	0	0	7146	0	22	204	0	0	34	238	0	0	0	0	2	12
vOUT2652	0	0	0	1	0	348	0	0	0	151	0	0	0	99	0	0	0	129	171	22	0	1213	0	0	0	0	66	0	370	377	0	3461	3	361	0	405	0	225	205	0	0	0	0	0	10133	0	0	4030	2246	0	0	21	0	0	0	0	15	966
vOUT2653	0	0	0	0	0	1	0	2	2	4	43	0	4	10	0	4	11	8	3706	96	3	10	1	14	2	0	5	19	17	1	2	1	46	7	101	4	0	7	8	0	12	1	8	1	5586	2	4	1	9	0	1	8	24	9	50	1	5	46
vOUT2654	0	1	3	116000	167	164628	898	3	0	0	0	0	30933	99978	0	0	0	0	33592	308	1	191	4022	0	0	787	1078	0	0	47976	12	8013	12853	0	0	3404	9	3577	13	41	0	7213	0	42	18648	0	0	10843	333	0	134378	1	5563	0	4	4	0	4277
vOUT2655	32	7	5	25	0	0	0	0	0	167	0	27	0	77	0	0	50	41	5	0	0	950	0	0	595	0	92	0	870	62	0	497	851	38	17	8	6	83	0	0	217	560	1	0	3760	0	0	110	45	977	5	931	22	80	103	0	29	11
vOUT2656	1	3	0	8	4	15	0	1	0	47	0	3079	623	36	0	0	9	465	19	3	295	633	75	175	9	1	5	0	76	9	0	359	12	66	4	307	0	7	0	0	0	115	487	3	16270	0	14	8	25	0	0	1042	1	6	0	0	3	0
vOUT2657	0	2	0	0	0	0	0	0	0	0	0	1	59	162	3	0	104	0	977	0	1	2224	0	0	0	0	0	881	0	660	2	469	0	0	0	526	0	0	0	0	1	0	0	0	1612	0	0	1171	627	0	0	42	0	0	0	0	0	0
vOUT2658	4	24	3	2673	16	27	0	14	0	3042	40	41	1743	317	8	7	27	253	1000	3061	0	286	121	49	9286	4	2559	4	155	902	70	2307	639	78	41	265	12	7575	21	0	2	76	17	0	22663	4	22	714	1253	2	36	2400	66	81	30	1	5443	541
vOUT2659	0	0	0	714	0	88	0	369	0	0	31	0	0	7	0	0	0	659	113	0	2	539	380	0	195	0	77	0	1	36	365	158	466	449	0	662	0	0	0	0	17	22	0	0	1930	1166	183	638	13509	0	2	127	9	0	0	0	0	0
vOUT266	16	133	37578	22	46196	2	59	21695	4	8367	15	41	5	88	138	8	22994	60	49	151	21	48	5	46	7640	0	5	32	14	5	114	21	20985	57	667	52	361	97	979	10	25	54	102	33	235	14	233	5020	1267	28	4	2734	11	39	984	493	2795	715
vOUT2660	0	1	0	1	0	0	0	0	0	4	8	0	1	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	1	7035	0	9	0	0	0	5	0	0	0	0	0	0	7554	0	0	0	0	0	0	0	0	0	0	0	0	0
vOUT2661	1	0	0	4	64	460	0	17	0	176	97	0	78	143	0	0	23	103	36	1290	0	61	239	0	91	0	55	4	230	62	48	34	24	70	16	175	15	599	0	0	4	236	0	290	2413	0	0	600	25	49	209	44	1630	672	52	0	19	0
vOUT2662	0	0	0	29	0	0	0	0	2	1	4	0	0	0	0	3	0	1	1145	0	0	0	0	0	0	1213	0	0	0	3	1	4	0	1	0	0	0	3	13	440	0	4	1	0	2888	0	0	0	0	2	0	0	0	7	0	4	0	0
vOUT2663	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2382	0	0	0	0	48	0	0	0	1407	0	0	368	0	0	0	569	0	0	0	0	0	0	0	0	2863	0	1184	5	249	0	0	0	0	0	0	0	0	2
vOUT2664	0	0	0	49	16	12	114	0	131	59	449	1274	0	2	55	0	0	184	0	200	179	0	6	18	160	0	35	0	0	71	0	0	264	77	46	20	18	0	76	0	0	0	12	5387	924	0	0	18	49	0	52	46	0	0	0	218	121	0
vOUT2665	0	0	0	0	50	0	1	0	0	0	0	0	0	0	0	0	0	114	0	2	5	588	43	0	0	0	712	82	0	17	0	1204	0	0	7	1	0	0	0	0	0	114	0	57	1920	0	176	87	22	0	11	726	0	47	0	0	0	0
vOUT2666	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	5	0	405	0	103	0	6	11	0	14	0	0	0	922	0	12	0	98	0	0	0	0	0	0	0	0	58
vOUT2667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12419	0	0	0	0	0	0	0	0	0	0	0	0	0
vOUT2668	33	0	469	0	0	0	67	0	0	0	0	154	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1075	0	0	31	0	0	0	0	0	5	1	0	0	0	0	0	0	0	191689	20	2	0	1	0	1	0	40	0	131	3279	0
vOUT2669	44	0	793	0	0	0	137	0	0	0	0	188	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1285	0	0	37	0	0	0	0	0	229	0	0	0	0	0	0	0	0	234279	25	0	0	104	0	0	6	53	0	169	4055	0
vOUT267	0	0	222	453	0	0	0	9788	0	12	0	2	0	569	0	0	1071	1996	1	0	0	1453	4	0	3905	0	1159	25815	278	0	1	7	1	61	1	3	42	0	0	0	211	3075	1	848	2483	0	0	25	5125	0	5	135	0	0	2977	0	1329	3053
vOUT2670	53504	77654	129267	3335	181995	11158	21784	99497	60	20382	15741	94490	9165	1343	4057	17300	65680	96441	11387	58573	100673	33072	3523	101005	24118	79	19459	41538	13325	8355	158975	114653	108847	31083	131788	16844	19827	133776	46768	8477	164009	8193	94093	31721	3511	260939	6073	13835	8855	96564	325	5406	6330	49770	23635	12399	24031	17934
vOUT2671	331	224	136	8625	268	31677	31	5313	0	5365	38365	1463	7108	5996	254	219	18155	33370	3099	1178	151	6935	10731	1648	15071	599	4606	9	34461	11636	6457	39590	6820	10696	13007	12723	298	14326	637	5	83	12981	461	1063	24969	148205	805	4664	52834	274	778	3850	5864	1529	790	30	765	4704
vOUT2672	415	5852	10103	329	3392	2302	2328	2004	0	1	31625	1035	47	253	2000	615	1542	6650	2386	4329	504845	2191	1364	6504	4326	1	6730	36951	4234	2113	1919	2771	6850	2220	971	531	79	3056	18304	2672	3140	1328	15146	137	1557	49639	10817	811	2838	10956	64	1181	845	22992	6009	10097	6390	891
vOUT2673	14515	66906	31631	9445	14580	39739	50354	23768	260	2566	60	38380	8623	3008	2812	12840	17878	3120	5413	32416	16063	7410	5745	6688	7074	132	3678	1	1932	17642	25997	17986	87904	8635	33703	18388	24899	27060	14808	124282	20523	19416	40500	1735	2436	22500	4182	6341	8580	31208	1967	3069	2351	10975	3309	1105	41063	2425
vOUT2674	110186	129393	236388	12597	243924	16365	35662	210395	68	32228	17691	57881	14948	13402	25371	21668	50376	180748	16778	105344	98965	43770	4473	108768	28945	372	27395	47175	16141	24024	114467	113054	135023	53262	119101	59365	65999	150409	71347	6590	288129	15643	115344	22340	6654	234361	18799	20538	10064	83923	6899	35825	9636	73993	15843	22485	37177	20919
vOUT2675	519	2963	614	2228	425	415	2378	183	78	4241	13247	8145	737	152	253	294	964	2642	269	1712	1469	1041	2687	2654	2199	14	1925	4097	2154	1466	1391	1220	3797	3932	2021	2496	5876	2222	6794	10	2638	1044	2971	3889	10856	314490	4444	3165	527	1292	1813	7176	4015	3509	930	3670	25288	544
vOUT2676	3	1634	689	3260	120	453	99	644	1	1871	3410	1822	2041	1881	389	10913	1072	550	960	2513	7	231	1504	1048	4058	436	2	1305	212	2754	288	4231	1927	997	429	641	2163	3863	34513	1	7434	4224	13260	1704	10205	203409	5438	718	6266	146	18371	1006	5025	5655	2181	96	4902	551
vOUT2677	202	390	211	495	667	140	194	413	0	1157	12914	1620	0	250	375	4	404	7302	27	1587	495	450	1050	2946	1296	2	4515	5988	3279	1524	1253	3564	5415	2115	626	499	146	8337	948	0	2379	2468	4014	868	4787	21459	1015	1443	60	122	3	6231	1469	6903	3	0	1232	1321
