Contig,TXAS01,TXAS02,TXAS06,TXAS09,TXAS10,TXAS11,TXAS12,TXAS14,TXAS15,TXAS18,TXAS20,TXAS21,TXAS24,TXAS25,TXAS29,TXAS30,TXAS31,TXAS33,TXAS35,TXAS39,TXAS42,TXAS44,TXAS46,TXAS47,TXAS48,TXAS50,TXAS51,TXAS52,TXAS53,TXHC02,TXHC03,TXHC04,TXHC05,TXHC06,TXHC08,TXHC10,TXHC12,TXHC13,TXHC15,TXHC16,TXHC17,TXHC18,TXHC19,TXHC20,TXHC21,TXHC22,TXHC23,TXHC24,TXHC25,TXHC26,TXHC27,TXHC28,TXHC29,TXHC30,TXHC31,TXHC32,TXHC33,TXHC35
vOUT1851,5607,24607,2255,2169,966,6214,15118,4228,106,426,0,2967,1271,456,674,5876,2071,218,552,1532,2787,2265,575,569,2162,48,157,0,224,1459,3118,5505,24037,871,1451,3213,949,768,2091,28828,2806,1184,6396,642,285,3975,408,1108,2774,7277,451,446,405,2341,724,151,10178,233
vOUT1852,0,0,0,0,0,0,0,0,5154,102,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,2059,2,0,8460,41,0,0,0,0,0,0,0,0,8,0,41,6,0,0,0,2,0,45,4461,0,9014,0,17702,0
vOUT1853,4,5,0,162,163,884,0,203,0,5277,951,0,0,1656,0,0,1,10128,2842,41157,1115,9281,0,4566,11885,0,144,209,4711,5799,11372,29323,9653,2973,842,655,11,1253,17060,0,47,203,0,0,1,0,13,12,8,4,5,5446,2,0,21,0,0,165778
vOUT1854,21,4,538,159,94,1979,0,176,0,962,1205,3,38,100,15,0,593,58,3701,0,0,106,15,197,41,0,2837,0,68,34,4,11730,4861,253,88,3856,1,18,6,0,1,1795,446,0,1,0,215,0,0,0,5,35,0,9,240,3,116,7064
vOUT1855,0,6,4,87,202,713,1567,92,0,731,9269,2930,2825,423,1011,6369,3438,251,224,1630,9,71,13760,2421,289,8,3217,235,94,356,447,432,4723,1282,286,106,856,1094,430,329,123,6025,517,205,676,155,479,615,184,18218,156,1019,243,896,1578,109,2931,132
vOUT1856,0,3038,0,1760,1,1234,0,906,0,460,668,0,1523,6378,0,0,1,144,1188,2200,0,2854,5124,49,1,3,296,0,12674,3674,4834,7993,27406,2248,107,1174,0,1699,0,0,1,1831,563,185,6718,6,0,458,1063,0,5,1074,2074,0,1,0,0,627
vOUT1857,0,1,0,45,41,106,0,83,0,539,77,0,0,280,0,0,0,734,443,7224,368,3487,0,3515,1108,0,62,96,407,761,3643,6602,9264,838,64,162,1,437,1804,0,10,57,0,1,0,0,0,0,2,0,0,1273,0,0,0,0,0,11139
vOUT1858,645,3,298,258,690,392,1009,133,2,1248,1184,1832,700,251,0,273,1342,424,68,1446,9875,1445,3010,3231,1117,12,202,6797,1271,895,494,545,4544,1728,865,1099,950,1683,0,443,1052,1649,1841,2014,1979,1699,2221,983,420,694,204,4732,13097,7908,2144,30,442,238
vOUT1859,4176,83,9,433,34,15879,7,2302,0,5097,705,310,525,10838,1618,6487,11429,14196,2754,108,41,9832,71151,252,7767,95,790,20,19413,2566,3303,2462,21466,7455,1391,5276,14,1796,3,0,21,6701,98,71,7043,232,862,78824,7550,10,3801,34878,183,0,389,9,90,1803
vOUT186,207,1054,27,157,5078,222,2,222,0,504,641,251,510,734,105,98,206,371,826,503,187,1850,332,267,636,0,824,17,383,566,447,253,185,332,88,689,32,320,49,1,4,577,204,30,376,86,126,268,465,12,14,181,164,325,139,0,430,2203
vOUT1860,0,0,0,0,0,0,0,0,0,1,0,63,130,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22532,0,0,0,0,62,0,0,0,0,0,0,549,0,0,0,0,0,3,0,0,0,2485,0,0,850
vOUT1861,394,154,2478,258,2338,926,1926,1366,36,4731,5324,4310,2579,2144,556,446,3278,2405,2187,1481,2379,2880,1838,204,1365,2,1634,2780,4993,2494,126,500,5373,3672,121,899,2809,588,50,1,3469,622,24718,5323,4415,1,246,1789,2261,1893,342,1335,6823,4280,9627,59,2684,1888
vOUT1862,177,62,265,10,20,10,10,10,126,35,2818,1378,5,1095,334,44,124,2420,20,63,127,1316,6,58,14178,39,588,5071,57,49,182,351,4817,1196,18,153,411,532,3352,36,836,591,452,1193,69,204,4565,51,30,14,13,75,55,1309,27,5,3285,61
vOUT1863,46,790,71,509,246,19,365,81,0,1821,6,85,1491,1490,11,29,134,54,1035,103,88,110,1,60,3514,1,23,52,23,311,487,107,14908,632,16832,158,52,153,93,136,104,11,796,17,783,112,934,66,1077,65,1268,81,249,129,581,16,58,27
vOUT1864,320,361,79,1494,211,174,484,151,0,2629,2407,1934,1,435,1716,0,139,296,13,1241,246,130,1507,1027,1975,1,2025,2069,1242,3015,264,932,19162,1560,1223,548,57,1511,146,0,1336,2168,1473,400,1047,1344,692,1115,9,54,24,3896,597,837,0,0,773,508
vOUT1865,1432,489,340,955,435,1460,11412,1128,37,2413,3342,2065,2067,2252,1006,2305,2571,3224,4090,2164,1934,3327,14168,3238,5317,3362,1514,1292,4399,2198,2204,2523,13663,2798,569,2733,510,2585,1797,378,449,2069,1188,1073,3519,1121,2132,17306,4708,1474,4233,6742,1511,2116,3428,581,1418,4520
vOUT1866,0,0,0,73,4,656,0,686,0,203,6,2495,159,1426,6,0,76,162,3157,1088,1,14417,4,4184,4216,0,66,0,261,1451,33,1294,6244,1673,22,3058,0,175,8,0,1,0,6,0,1,0,12,172,253,0,14,212,465,225,0,0,5,962
vOUT1867,0,1,0,39591,30,5,0,1,0,0,0,0,3,2,0,0,0,1,1,0,0,1449,0,0,0,0,0,0,0,3,0,0,79190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0
vOUT1868,3642,2573,5974,43,3062,6286,2080,4013,5,1693,618,3861,4,22,345,115,2552,2556,711,2814,6076,772,192,1327,2069,0,130,1718,282,1377,1454,862,2801,985,2635,408,865,3799,215,1,4854,562,1956,408,312,5351,330,401,3258,994,30,481,70,142,286,1024,1376,1659
vOUT1869,318,429,110,1587,200,88,212,187,0,1223,7576,1229,0,533,669,0,279,517,17,1122,187,295,321,2247,1534,3,718,1929,1444,1978,505,2441,12188,1339,664,544,106,3158,180,0,1109,4435,1350,877,1017,2371,656,1207,16,108,9,3365,991,1946,0,0,442,1214
vOUT187,276,580,211,0,672,82,1089,8,0,0,12,174,0,239,54,1598,211,42,0,177,2764,422,1,24,0,0,2,1537,27,0,24,36,107,9,316,89,92,2,117,165,4238,2223,896,28,0,590,0,832,113,52,3,0,504,55,64,749,21,100
vOUT1870,1656,7154,1253,587,1382,3251,2978,1158,19,152,0,1853,788,214,133,1401,886,127,311,1908,759,613,153,320,1030,18,216,13,77,1921,706,1422,15597,374,1492,1997,1705,1144,712,6897,874,911,1854,195,124,1153,206,316,672,1686,146,143,117,623,199,45,2155,58
vOUT1871,2,6,1972,157,2140,738,1732,1134,5,3996,4292,1574,1304,1679,486,36,2917,2230,1641,919,32,2522,1836,3,509,19,633,1,2448,2073,1,380,3697,2187,1,709,2439,442,7,13,13,10,22550,4250,3211,36,6,1435,1798,1580,199,724,5733,2230,6675,73,1882,1375
vOUT1872,710,77,109,663,101,2,306,474,0,827,1021,0,125,357,0,0,1630,791,529,593,0,493,434,0,333,80,0,862,2811,603,554,669,2317,613,477,129,74,746,1756,5,3,380,360,0,1037,909,949,276,1215,0,1249,143,924,706,192,1606,1280,222
vOUT1873,0,0,6,87,113,0,0,38,0,258,1064,194,283,826,6,7,577,297,374,708,14,796,14,2334,740,0,89,193,1759,1625,441,305,5018,158,9,280,31,601,247,0,4,201,86,4,915,0,48,578,462,8178,63,214,601,588,2729,1,1076,400
vOUT1874,0,0,0,66542,76,63209,3590,0,0,2,0,0,18645,59569,0,0,0,0,11644,0,0,596,2427,0,0,5279,2963,0,0,35383,6,6823,34807,0,0,346,0,951,1,0,3,3462,0,0,2764,0,0,4324,100,0,131004,0,12404,0,0,2,0,3987
vOUT1875,0,9,0,1,209,1,0,60,0,2118,0,0,27,0,0,0,0,84,272,123,0,0,17,295,24,0,848,0,1941,3,2,19,1478,255,42,7,0,1010,8,0,1,0,0,0,294,0,66,228,465,0,115,0,0,323,0,1,0,52
vOUT1876,0,0,0,0,0,0,0,0,0,0,32,0,0,0,3752,0,0,0,0,0,0,0,0,0,0,113510,0,0,0,898,0,0,6486,289,0,8308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37436,0,0,0,0,0
vOUT1877,0,21,1,2080,314,52,21,12,1,30,2563,23,28,312,14,79,22,84,244,1328,1250,96,149,12,558,270,130,1783,1937,179,307,511,1134,157,14,71,85,2,92,125,185,194,22,1203,168,141,145,321,637,2457,8,111,93,1512,2448,177,407,117
vOUT1878,2,44,23,1572,1116,11,253,2451,173,50,454,430,41,1591,1184,16839,6205,3283,571,7400,7045,85,876,388,1162,20,495,22221,24664,492,631,2483,14606,11787,129,78,4918,847,731,16,14254,1897,9392,7428,225,116,436,339,2708,546,156,2180,8435,345,591,294,81,175
vOUT1879,2,2842,0,368,15,1498,126,4,0,7832,15096,0,0,91,578,0,174,3161,386,4,1,2333,218,0,5031,0,764,0,1668,952,11,16655,23974,94,65,6306,33,369,165,1,1286,3222,692,5,238,0,3586,4,54,2,112,804,59,0,46,363,780,227
vOUT188,15955,11319,1,1281,1194,1453,0,2,0,0,0,0,0,422,0,0,0,0,9,0,2,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,3585,39,1,0,0,0,6481,0,0,51,0,0,0,1,114,0,1
vOUT1880,27,258,63,981,140,924,1,322,0,816,244,606,1287,4317,254,236,361,504,416,719,55,2894,2437,743,581,43,224,24,8196,1135,2709,1455,18684,1105,219,828,182,920,366,6,22,2305,468,168,2723,222,47,353,1145,26,14,510,635,1134,410,30,163,374
vOUT1881,0,0,0,3,0,7,1,0,0,144,0,0,0,386,0,0,0,175,3,176,0,174,6150,859,105,1,54,1579,644,183,74,201,4836,504,209,79,778,696,0,0,459,172,0,453,13,0,0,986,2152,0,3,534,31,1142,0,2,312,243
vOUT1882,0,0,0,0,0,0,0,0,5,15,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10071,3,0,0,930,529,0,29819,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,529,0
vOUT1883,0,0,0,1560,2,190,0,0,0,0,0,0,38,0,0,0,0,42,7,2346,0,16,0,0,1971,0,324,0,26,198,682,7,4695,5,0,2,0,1556,9,0,0,3,0,0,36,0,275,2172,10,0,0,96,0,657,5355,0,0,127
vOUT1884,0,251,452,9,0,169,0,24,0,0,0,0,0,1,60,0,0,1,0,0,3549,0,5,0,0,0,4,171,0,127,29,17,5608,0,3,5,0,3,0,43,509,12,197,0,69,0,0,16,225,0,7,37,1,679,3,18,0,8
vOUT1885,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,1,169,39433,1,0,0,0,0,0,0,51,0,0,0,62,0,0,2,0,0,49,7,81,0,0,0,4,2
vOUT1886,80,408,89,695,146,144,108,241,146,2851,1324,1582,685,3749,165,264,591,361,1028,714,837,2165,639,1000,519,482,622,781,1045,13255,814,1658,18539,1388,101,2307,172,10075,636,625,1087,377,634,978,1399,605,1148,2385,2227,328,237,743,591,749,2395,1364,277,791
vOUT1887,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,34,6047,1,2,0,5,0,0,0,0,0,0,1,1,0,0,42,0,0,0,0,0,0,0,0,1,0
vOUT1888,37,8,9,108,0,0,0,0,0,343,0,151,0,260,0,0,113,174,6,0,0,111,0,0,971,0,132,0,2968,234,0,839,5233,108,9,19,13,198,0,0,409,1727,2,0,271,0,0,203,50,3790,8,1387,48,412,253,0,51,17
vOUT1889,4,231,0,256,427,11,1367,56,0,694,974,30,61,879,25,316,6,1011,479,174,0,36,468,0,1354,1,136,3172,779,477,105,345,9570,388,258,382,176,82,76,885,28,368,475,1108,701,2891,82,614,58,8,40,331,253,2159,503,30,1635,78
vOUT189,535,0,0,0,321,0,0,17,0,0,5412,14,0,0,0,0,0,0,4,0,5198,0,0,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vOUT1890,17,0,0,5,0,0,9,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2461,1,0,1,27,0,0,11,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,21
vOUT1891,1,7,187,0,11,12,0,9,0,1,0,1,0,1,4,2,1,73,0,22,35,7,0,6,2,0,174,1,28,5987,0,71,1469,6,1,26,0,3544,0,4,18,0,44,0,5,0,1,1,2,0,24,1,0,0,0,0,311,37
vOUT1892,26,57,0,132,121,55,0,155,0,852,159,906,96,562,0,0,70,1591,70,5,25,77,852,279,773,15,36,61,241,172,729,1005,5912,222,25,303,0,663,0,0,14,421,63,35,280,14,384,541,320,7,6,117,46,0,0,0,37,102
vOUT1893,48,94,1,112,118,29,2,233,0,1940,139,237,94,620,0,1,137,1114,145,11,55,132,604,260,867,32,217,101,946,386,442,838,5495,230,79,469,1,637,1,0,6,718,67,315,351,65,423,588,543,9,5,320,159,4,1,0,94,88
vOUT1894,0,5,0,0,0,19,0,3,0,0,0,7309,0,0,234,0,0,14,0,0,0,0,0,0,0,0,1,0,0,217,0,0,29156,0,0,0,0,57,0,0,0,243,0,4,12,0,1581,0,0,0,0,2,0,0,0,0,29,4
vOUT1895,0,0,0,51,2,0,0,2674,0,14,0,2,141,0,0,0,0,3,24,3,0,15,1,0,0,0,0,0,12249,75,61,1,725,23,0,53,0,89,0,0,0,759,3,81,16,0,0,399,0,0,0,233,3,0,0,0,0,0
vOUT1896,94,81,13,333,234,15,121,28,0,144,1212,285,0,90,236,0,17,80,2,238,95,20,125,491,279,0,425,859,417,634,48,535,7170,294,272,95,7,441,33,0,131,1180,408,64,121,321,117,253,7,5,1,903,79,252,0,0,59,72
vOUT1897,0,0,0,1,4,0,0,1,0,3,0,0,8,1,0,0,0,0,121,3,0,0,0,0,1,0,0,0,0,0,1,0,1325,78,0,53,0,0,0,0,2,0,0,0,147,0,0,36,524,0,0,36,0,0,0,0,0,0
vOUT1898,0,0,0,46,0,76,0,0,0,35,0,0,15,100,0,0,0,28,68,90,0,268,0,0,127,2,37,0,11,119,823,8,5288,94,1,107,1,270,733,0,0,13,0,0,70,0,30,1023,14,0,0,14,0,0,1599,0,0,27
vOUT1899,77,294,178,85,168,300,293,76,4,75,66,96,1,32,32,81,82,37,4,53,25,296,11,137,60,0,1,53,85,109,464,75,17240,36,182,95,373,64,63,0,41,12,22,22,15,32,15,19,30,107,13,8,38,744,59,23,275,46
vOUT19,2409,543,93,0,338,210,23,306,0,290,8497,356,28,3,0,1,663,2256,2,0,7341,0,26,0,460,2801,178,346,285,15,440,118,2699,338,287,51,1,754,2530,1,0,1138,0,533,0,708,503,567,0,0,0,0,1014,2219,14,0,0,0
vOUT190,12,2,0,10,1307,88,0,2,0,847,64,2141,500,22,0,4,0,313,35,123,24,4,7821,1365,122,5,149,2,121,55,118,26,88,32,9,23,8,221,3,0,0,41,2,19,562,0,145,422,93,1,39,548,34,15,600,0,57,40
vOUT1900,0,0,0,403,1,85,0,372,0,9,18,0,39,2,0,0,0,658,61,1,0,280,245,0,45,0,70,0,0,44,174,98,691,98,0,790,0,0,0,0,6,29,0,0,180,1200,101,391,3885,3,2,84,12,0,0,0,0,13
vOUT1901,4,0,0,0,0,0,0,16,0,7,0,1,736,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6081,8,0,0,1826,415,0,13264,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,928,0
vOUT1902,0,3,899,0,0,10,0,1,0,0,0,0,0,0,6,0,5,56,0,0,7,205,0,1,2,0,21,0,61,6,0,273,4253,439,0,0,0,0,0,10,74,3,2,0,5,0,0,0,2,6,0,0,1,277,0,0,1065,1
vOUT1903,339,393,129,317,299,659,21,695,0,1494,661,961,11056,1003,305,352,956,1075,208,1194,192,329,2157,2243,1884,391,180,136,2564,788,1673,1469,13938,894,495,703,344,1130,263,14,19,1169,350,289,1597,0,480,596,2593,50,32,758,825,1503,689,39,636,276
vOUT1904,0,0,0,8,0,0,0,169,0,22,0,0,1,1,0,0,1,0,0,2,0,4,0,0,0,0,1,0,0,1,12,0,15489,0,1,40,0,17,1,0,0,0,2,0,23,0,0,1,2,0,0,0,0,0,0,0,0,407
vOUT1905,0,0,0,62,0,9,0,0,0,132,0,0,0,499,0,0,0,24,1743,13,0,239,0,0,6,0,1,0,51,30,19,3,1368,26,0,0,0,112,60,0,0,117,0,0,948,0,45,196,0,0,2,0,0,2,46,1,0,45
vOUT1906,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2681,0,0,0,0,0,0,0,0,0,179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
vOUT1907,0,28,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,250,0,53,2,0,0,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vOUT1908,0,258,0,0,41,123,0,548,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,267,1,0,0,0,3198,0,0,0,0,0,1,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vOUT1909,172,127,25,559,78,25,286,33,0,208,995,233,0,190,505,0,25,95,10,631,61,68,74,228,202,0,802,678,229,1197,52,488,4463,380,448,233,12,553,54,0,268,2962,471,79,498,478,247,135,8,11,3,801,130,352,0,0,83,68
vOUT191,0,0,0,0,418,10,0,5,0,132,2,1,3,356,0,0,12,2,37,9,0,11,0,0,2,0,5,6,123,120,25,8,0,25,2,114,0,47,0,0,0,3,3,0,116,0,0,18,34,0,0,1,0,0,0,0,29,611
vOUT1910,0,0,0,1,0,0,0,1,0,136,17,0,0,10,0,0,0,12,0,7,0,0,0,0,1,0,0,9,0,1,35,13,1419,67,0,6,1,0,0,0,0,0,0,0,390,1,0,8,0,0,0,0,0,1,20,0,246,25
vOUT1911,1851,830,3626,48,2491,5390,1728,1511,0,979,569,3054,31,9,292,127,2019,2490,355,2318,1615,705,112,1279,850,0,166,1586,196,774,1387,526,1890,726,1876,344,170,2463,180,10,2155,311,2005,40,159,3745,129,272,2234,1178,14,169,27,332,206,620,748,823
vOUT1912,0,1,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,59,0,0,0,0,0,2347,0,0,12,0,0,0,0,0,0,0,0,35,0,0,18,0,0,0,0,0,0,0,0,0,8
vOUT1913,0,12,27,780,1,0,0,0,0,4,0,114,0,93,0,0,0,0,0,6,8,0,179,0,1,0,0,0,0,29,10,25,485,2,45,2,57,385,272,0,0,0,0,0,0,0,0,0,0,0,13,0,0,371,20,1,0,0
vOUT1914,0,0,0,30,0,17,0,2,0,152,637,0,0,2,1,2,0,44,1,416,0,2,2,74,1,1,35,0,0,0,38,16,188,37,6,36,0,310,225,0,4,3,0,0,35,2,0,164,73,1847,68,1772,0,1,0,1,73,172
vOUT1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vOUT1916,0,0,0,491,57,0,0,0,0,0,44,0,0,0,62,0,0,12,0,212,0,4,0,0,318,0,0,0,0,0,291,221,713,0,12,0,93,9,0,0,0,0,1,0,10,0,0,0,9,0,0,68,0,7,33,0,0,0
vOUT1917,1,5,47,46,0,1,0,0,0,1549,0,1,9,66,31,84,595,0,1,0,0,4,71,0,18,0,0,0,0,0,0,0,525,2,0,0,0,13,0,1,18,2,3,321,11,0,0,1,0,4,0,5,172,2,1248,0,59,0
vOUT1918,0,242,0,7,0,1667,0,13,0,124,0,23,237,62,0,0,0,2,27,0,0,0,144,0,0,0,14,0,553,35,575,541,10133,237,18,155,0,3,0,0,0,257,774,0,10,0,0,21,2,0,1,67,62,0,0,0,0,0
vOUT1919,663,615,78,1,194,204,69,295,0,706,3933,397,505,1,0,0,1351,843,5,0,6122,0,37,0,826,3126,137,243,323,58,292,180,2826,441,285,51,145,762,2341,888,0,156,0,721,0,940,1749,535,0,0,8,73,1038,1527,473,1,52,0
vOUT192,35925,3023,26003,63834,7228,20000,113095,1533,0,1201,0,27850,49,35575,3201,0,7517,27004,2,21806,27246,5118,13291,22442,7170,161,79,402,2933,16336,10266,18527,9160,2813,13311,2966,4351,2347,36141,1,26201,1582,23239,5201,21091,20931,9469,188,119717,2,2117,895,10358,40583,67,6375,26707,439
vOUT1920,760,288,91,540,116,1712,361,175,1,13686,1740,906,1088,1650,680,1320,446,9796,3097,247,896,15616,2748,607,777,7,1378,526,30406,23983,572,3779,40731,155982,1683,61403,67,7921,28742,208,284,523,650,234,59834,185,264,17598,11586,105,70,14648,410,772,459,178,809,5242
vOUT1921,1,0,0,37927,7,208,0,1,5,77,0,0,22,218,0,0,0,60319,204,71669,0,235,0,0,52079,0,5630,3,66372,302,665,7,1583,66588,1438,3236,0,599,3923,0,16,43,0,3,1534,0,59891,1406,12506,1,16,40,6,13967,2609,2,0,4675
vOUT1922,59,3,2,160,1705,18,11,407,10067,100,35,21,61,845,54,2504,79,388,1370,1268,10,441,24,70,37,9,34,136,194,7478,12594,9623,1454,19378,26,62,112,22856,4402,50,88,1405,2023,74,10782,1,4650,864,2843,5969,2993,31,5866,125,124,2,69,35
vOUT1923,39,101,44,60,28,178,13,25,0,409,923,90,139,238,78,229,138,713,246,79,27,1591,166,190,299,0,172,32,760,1780,27,530,5293,25428,126,9378,17,594,1113,313,99,194,159,63,5541,2,107,1433,996,34,3,1006,80,449,145,42,216,781
vOUT1924,0,0,0,5795,6,21,0,0,0,10,0,0,14,19,0,0,0,11622,30,13707,1,119,0,1,7392,1,1034,0,13809,48,117,2,312,20749,256,1118,0,106,535,1,6,9,1,0,270,0,11971,301,2524,1,2,8,2,2659,444,2,1,732
vOUT1925,0,0,0,0,0,0,0,25,0,7359,639,0,0,372,0,0,0,716,0,0,0,0,0,0,167,0,0,499,0,14,3145,778,3332,8374,48,235,1,0,0,0,3,0,0,1,31607,0,1,177,0,0,6,0,0,0,1327,2,16720,1088
vOUT1926,0,1,1,36,204,611,462,203,1,947,1169,2689,647,1132,8,25,2,377,1984,2275,12,259,12351,76,1634,5,675,5626,654,1698,252,229,127,13849,1469,605,42,710,6,4,8180,3806,18,2488,496,9,12,4497,1,860,171,1077,5727,6448,4042,47,11,36
vOUT1927,79,38,21,0,0,1235,6,6567,0,880,0,1,0,1,1,13,0,11,5,0,6,9,0,0,10,0,21,0,4,1059,0,0,0,4865,46,123,31,19,0,3,0,1,21,0,2172,0,1,20,2,12,57,0,0,11,162,2,13,1
vOUT1928,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,465,0,179508,11,11548,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,15,0,0,0,0
vOUT1929,18,11081,51,10138,109,9471,18,8456,0,3895,380,580,23160,18906,177,187,689,1677,7831,12447,56,20504,30340,584,1373,36,1864,2,93597,23117,24283,17165,30587,21833,835,9354,136,11388,312,5,17,24976,4321,1566,46049,699,24,3950,9734,20,58,5864,12959,843,250,41,383,2743
vOUT193,12406,35303,20241,4401,24105,54463,18698,35752,1337,4013,3649,23914,6049,4124,1665,17811,14504,5277,5208,23392,16982,4440,1933,6934,7157,3875,3881,320,4665,16763,5741,8715,27141,6402,18980,16148,30212,16299,12125,63207,31886,15882,17483,2859,1846,18791,7009,4247,7864,13774,3260,3883,6158,7528,4670,38758,17686,3167
vOUT1930,0,457,2,30,33,70,1,55,0,712,254,817,224,200,309,7,0,409,267,54,304,24,722,120,315,0,77,21,255,172,105,58,4,2540,1,1153,1,65,2,2,156,671,417,610,1637,2,227,901,28,3,19,302,1,10,4555,2,940,115
vOUT1931,0,2,0,57,74,112,0,135,0,706,362,0,0,439,0,0,0,3868,793,12144,485,3424,0,2475,4915,0,71,75,1450,1928,6708,12864,1703,4743,326,238,7,374,4776,0,8,97,0,0,0,0,0,0,0,0,1,1472,0,0,0,0,0,13510
vOUT1932,155,359,2,577,90,246,112,84,980,193,430,1267,167,329,4,332,11761,128,700,91,942,201,36,4167,568,583,16776,1573,466,195,1410,93,208,22767,252,34,760,118,0,1,1584,241,2942,6359,1281,11187,2540,131,49,11,327,1249,661,1032,2959,0,238,311
vOUT1933,133,1,1,536,1511,429,2,116,0,3452,2471,710,1060,742,1419,0,3551,3079,632,266,3,4920,951,952,789,0,151,0,1830,3428,370,1222,423,8403,119,3461,16,342,1460,0,119,555,50,156,2722,0,53,315,436,2,76,2189,67,39,441,6,447,11884
vOUT1934,27320,57205,18901,8118,87100,5951,21,51181,4,11151,1853,14041,2744,1397,2215,1,92,12520,621,0,6,21119,1135,22041,10617,0,2044,346,8708,8065,19,341,613,29144,59531,24082,142,7066,8090,0,14597,20174,16434,2,535,0,8263,26492,261,12,1041,11620,1032,31102,2938,184,22702,13677
vOUT1935,0,0,0,0,0,0,0,35,0,0,0,29,0,0,0,0,0,0,0,0,1,4524,0,0,0,14,184,0,108,14,0,0,0,3560,0,0,0,0,0,63882,1,0,2,0,34,0,0,653,834,0,0,0,0,0,0,0,0,0
vOUT1936,2128,21,435,248,57,517,22,47,0,815,387,827,25,1031,42,0,2325,5049,1019,217,276,3935,1981,181,809,21,987,49,919,1724,142,2401,476,3405,435,5723,59,608,2846,13,54,823,1180,3,1523,24,469,2487,682,292,20,557,160,2367,1478,1221,195,10433
vOUT1937,0,124,359,1445,0,0,145,42,0,13,14,9,6,1336,2,0,0,8,2,11,0,1820,2,26,24,0,293,7,55,16,542,447,181,3736,335,24,6,91,13,3994,19,1015,31,76,55,0,5,162,8,45,27,4896,61,44,8256,5504,9595,45
vOUT1938,0,0,0,1,0,0,0,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2949,0,0,0,167660,5,1,1,0,0,0,2,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0
vOUT1939,0,0,0,5,0,0,2,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327971,7,6,9,0,3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
vOUT194,24809,75221,63951,569,33787,98633,137911,192735,26,33949,15706,49546,251,1351,26302,1702,97182,31268,5475,30052,18233,8900,1804,79292,16310,105,1493,28659,3162,12363,17510,5029,41339,24883,65177,22226,3520,52507,998,126,20681,11485,32283,8068,2499,77846,3867,17732,32743,70156,140,2681,4179,26991,4957,7410,17104,12313
vOUT1940,14,34,33,33,179,40,201,109,0,530,8633,463,5981,1657,4983,2409,82,91,240,1519,547,459,1632,175,249,0,1187,1560,259,4997,83,667,1112,3021,269,752,1002,514,634,0,1410,1008,288,614,785,0,2370,1926,1881,791,457,3430,214,81,4,3,227,160
vOUT1941,815,0,1,726,0,0,1,4,0,3,1434,2618,0,4,36,6,0,3319,2,750,0,3,0,5,3960,235,213,80,32,951,1,3,278,1670,5,1,1,585,5,0,0,19,3,3,2660,0,0,1855,34,1,7,0,0,2492,4,5,0,1
