Contig,TXAS01,TXAS02,TXAS06,TXAS09,TXAS10,TXAS11,TXAS12,TXAS14,TXAS15,TXAS18,TXAS20,TXAS21,TXAS24,TXAS25,TXAS29,TXAS30,TXAS31,TXAS33,TXAS35,TXAS39,TXAS42,TXAS44,TXAS46,TXAS47,TXAS48,TXAS50,TXAS51,TXAS52,TXAS53,TXHC02,TXHC03,TXHC04,TXHC05,TXHC06,TXHC08,TXHC10,TXHC12,TXHC13,TXHC15,TXHC16,TXHC17,TXHC18,TXHC19,TXHC20,TXHC21,TXHC22,TXHC23,TXHC24,TXHC25,TXHC26,TXHC27,TXHC28,TXHC29,TXHC30,TXHC31,TXHC32,TXHC33,TXHC35
vOUT1,87532,2210,12448,69199,7812,10095,110565,2118,3,1153,0,28516,2,20718,2975,212,7137,30333,20,20584,14460,10571,6881,9361,4937,149,107,318,1173,27636,7575,21322,7327,3053,13260,2058,3724,1893,31381,7,22093,1494,15266,9532,18892,19982,10056,198,105621,0,1629,643,19057,34933,41,2893,25873,275
vOUT10,3365,2741,33,1956,907,1127,784,2054,563,3857,5916,15640,5400,2265,13647,64643,15040,8254,1225,7596,2885,4257,5313,26597,13934,439,944,20669,28164,3731,7220,1885,9438,13992,3294,1672,3320,2347,31371,653,15242,8478,8136,7173,13569,5604,14985,6700,3447,2742,513,7500,7253,6750,983,598,2752,1578
vOUT100,0,0,3540,0,0,633,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,268,0,0,5,0,74,585,0,1,4,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,2722,0,0
vOUT1000,0,1,19,0,0,0,3,0,46,617,4,0,0,1,6,0,0,0,0,48,31878,1,1,1,2,1,0,2,1,0,0,0,0,4,1,1,0,0,23,3,1,3,109,1,1,0,0,2,11,3,0,1,0,1,0,260,164,3
vOUT1001,9437,7058,1270,12,5038,7516,420,6089,0,9217,115683,3943,213,116,87,0,16056,42730,43,0,142671,22,811,9,6203,79630,2175,6215,7550,506,5519,1553,50206,8390,4587,1440,40,18589,64084,94,1,20065,1,7769,0,14762,17135,13559,0,0,0,258,13930,34418,934,6,11,5
vOUT1002,104,157,32,11,152,28,0,84,0,250,517,6,0,147,27,0,648,354,6,164,32141,314,30,3,239,2,8,1,30,30,1,76,449,370,29,13,0,99,269,104,2,45,91,0,30,4,384,118,177,729,3,6,16,0,16,2,134,13
vOUT1003,10186,832,6496,23568,2308,5685,35469,481,0,301,0,8382,0,11557,893,0,2262,7948,0,5730,8542,1134,3914,6467,2183,51,41,121,888,5683,2936,5550,2763,767,2852,804,1301,919,11688,0,5972,478,6443,1659,6317,5831,2746,59,30022,0,612,251,2761,11406,33,1075,7918,139
vOUT1004,195,131,71,22,212,100,0,52,0,54,273,42,132,110,103,0,2,14,221,217,10908,473,23,360,57,0,64,691,208,60,289,91,76,49,184,60,1,58,222,0,242,54,203,42,235,0,5,198,9,0,9,50,63,1581,269,10,201,37
vOUT1005,5,779,1096,154,1082,194,12,512,2,181,327,3,6,1144,1845,4,6,815,1233,934,32321,1353,488,8,245,0,74,203,2,229,9,168,15,406,121,17,37,75,36747,2,9,3923,4225,304,1352,4345,0,3310,21,440,66,90,144,7,27,120069,2528,550
vOUT1006,84,65,43,15,95,53,0,39,0,35,173,29,74,66,48,0,6,9,97,129,9885,211,16,188,35,0,21,393,117,28,116,77,26,19,79,37,9,36,163,0,134,65,99,7,116,0,0,164,84,0,1,25,55,1452,112,6,101,14
vOUT1007,1229,311,45,3,163,1,0,10,1,14,109,25,1,40,22,150,76,24,6,4,11016,3,96,2,250,3,64,3,85,8,9,78,57,108,12,5,1,56,523,847,58,2038,458,1,5,69,149,17,489,301,0,2,218,8,499,3694,2072,58
vOUT1008,3510,436,5115,7397,694,3791,11532,148,0,202,0,2702,0,4244,321,0,807,2597,0,4196,9534,1189,1198,2135,777,24,18,58,534,3318,1451,2514,1245,359,2139,540,531,328,4406,2,3371,140,4190,575,3321,2009,1046,45,13785,0,206,99,854,4795,13,477,2639,71
vOUT1009,0,0,0,3,16,3,120,0,18,261,0,75,0,3,7,0,185,2,0,27,18682,4,4,48,1,0,12,1,593,0,0,7,100,8,26,8,0,0,0,3136,0,0,55,0,0,0,0,180,43,0,0,0,387,305,27721,696,432,28
vOUT101,0,0,29780,8,0,1,0,0,0,58,12,0,0,25,0,0,0,0,0,758,5,0,1,0,8,0,208,0,0,14,4,3,15,334,36,120,5,25,246,0,0,110,0,2,9,0,4,18,1,319,0,74,196,0,0,0,0,9
vOUT1010,145,322,53,898,181,196,278,147,125,1018,1784,826,13482,1950,317,1082,327,703,1327,1076,112471,594,5810,756,961,892,6194,866,1855,1563,331,665,922,1273,132,508,153,999,692,234,296,2257,1314,1396,2097,550,2318,2704,771,745,219,2601,1094,673,1550,1057,1615,383
vOUT1011,100,164,36,8,128,15,0,72,0,272,422,9,0,10,9,0,530,217,24,131,24308,256,10,3,241,0,4,0,6,30,0,17,485,382,22,2,0,94,196,105,0,48,98,0,24,1,291,102,180,748,0,8,25,8,14,0,103,21
vOUT1012,0,0,0,501,318,4,0,156,0,471,152,0,5,0,0,0,11,100,51,284,9772,35,0,0,9,20,81,0,10,68,1324,10,1,112,128,17,31,7,0,0,0,764,1,78,1096,77,0,522,231,0,4,308,4,0,1511,0,0,111
vOUT1013,794,978,508,5461,450,344,509,495,758,2394,1007,3188,75,963,223,540,3485,1696,681,518,120075,554,369,3908,1922,1503,1689,3314,4297,2281,853,368,422,1392,587,574,920,2555,1231,1133,3483,1605,3790,6048,1484,3800,1688,1497,216,2955,371,684,1565,1998,11427,4403,1046,1058
vOUT1014,531,3000,3324,399,1584,299,20895,363,522,647,37017,2825,998,2132,3141,24266,6153,903,568,2634,76967,9204,3183,1944,1188,949,626,12193,918,534,618,1606,4453,567,819,6730,543,1305,13501,1580,20489,16261,17798,2721,1592,20685,2041,7128,68275,15725,170,1676,4198,1039,7780,23269,2495,850
vOUT1015,174,720,224,1,246,0,629,0,156,2,204,421,0,1,342,1006,394,1,0,998,11838,0,1430,0,160,631,0,464,626,0,401,1,363,0,1,11,1012,2,645,491,361,1,1,883,0,553,661,1,2440,1081,0,3,2750,1,5,175,564,308
vOUT1016,31,129,31,312,61,144,95,53,277,784,1563,721,22527,2200,171,1654,137,271,1864,387,91639,608,11753,359,1302,686,10528,291,1520,700,296,653,665,1031,126,434,103,1131,687,687,415,2850,989,861,2482,483,3597,2482,491,764,263,2085,393,492,1472,1276,1441,252
vOUT1017,2698,271,362,36,218,189,0,187,0,89,233,250,24,39,110,0,473,996,109,72,12880,125,330,613,638,0,464,1612,142,104,300,519,561,219,709,143,3,413,10470,0,106,110,237,1,403,754,13,303,382,1640,14,69,147,380,0,426,600,233
vOUT1018,791,28,30,88,59,206,3,19,2,11,3,2,3,61,28,0,630,468,1,4,13177,84,95,31,46,0,3,11,129,57,3,137,5,7,102,53,7,104,793,1,0,32,252,3,140,3,2,68,35,253,2,16,0,1,3,49,474,53
vOUT1019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1441,0,361,0,3,7747,266,0,0,0,14,0,655,0,0,0,0,0,0,0,26,2,33,0,0,2824,286,0,1384,0,0,108,0,0,0,0,588,0,1,4074,1,43793,0
vOUT102,11,1,3194,21,2,4,44,158,2,0,0,17,0,1061,1,0,4,18,0,11,6,5,1,9,4,0,0,0,0,18,9,6,4,2,12,0,4,114,9,0,9,0,14,3,124,10,3,14,51,0,1,0,3,28,0,1,6,0
vOUT1020,379,632,298,203,380,58,353,450,0,35,350,1110,116,13,20,62,311,530,204,683,7347,179,6,2866,262,4,243,1365,62,89,437,568,384,68,34,303,163,1793,427,0,1644,34,701,16,3,1845,18,110,32,1139,3,39,34,905,29,124,849,36
vOUT1021,1673,845,2225,11,101,291,0,323,0,496,2188,1090,8,25,271,367,0,564,207,517,23224,32,3,0,68,0,29,351,76,171,4,173,190,107,305,223,60,166,512,10,122,222,3382,36,2,93,383,163,464,287,1,83,140,194,145,278,2007,230
vOUT1022,284,51,13,34,347,36,1,16,0,2,2,1,0,25,13,0,199,111,4,24,7664,19,9,2,12,0,0,9,56,23,1,20,6,1,45,19,0,19,2481,0,0,26,86,1,90,10,0,37,15,85,0,1,9,1,0,4,130,23
vOUT1023,456,515,540,418,276,420,868,235,29,1769,13419,2271,205,550,1025,4920,1710,936,645,406,6898,1694,409,3331,4023,335,2808,5980,3861,168,1215,639,489,1570,251,235,99,262,5240,3882,1926,3210,1329,893,628,748,841,804,671,584,35,940,170,9569,2804,707,2198,906
vOUT1024,331,37,86,5,27,16,55,16,4,154,327,57,1,6,74,1916,80,51,14,17,4968,59,20,316,19,402,162,2706,3,10,71,11,71,79,4,40,14,42,181,11562,27,793,23,221,27,13748,35,26,18,1682,1,22,106,83,570,4967,146,2
vOUT1025,0,0,1,0,0,0,0,0,0,0,21,8,0,1,0,0,162,0,0,0,2931,0,3,0,0,0,73,170,0,0,0,0,0,29,0,0,0,32,15,0,33,0,0,0,6,270,155,0,7,0,0,0,0,0,2,166,11,16
vOUT1026,755,6,167,291,47,75,0,146,0,1525,6,6,80,437,44,0,88,537,1595,7428,3427,826,7,300,240,0,205,695,1162,683,433,2282,311,214,153,380,4,1433,722,0,19,187,9,0,2204,0,171,1301,306,37,5,379,8,100,2247,6,12,1307
vOUT1027,0,0,17,0,0,19822,9167,1255,0,0,0,0,0,1412,0,0,0,0,0,9275,183832,1421,0,5,0,0,1207,64586,0,0,0,0,0,38,1,0,1174,0,0,1,0,0,16,0,9,0,0,0,0,0,951,21031,0,1,0,0,0,0
vOUT1028,296,0,14,1,8401,0,1047,0,1,178,3899,8,499,437,16,0,0,4843,102,219,14080,0,0,1524,1112,0,23,0,0,0,0,0,1,2631,0,169,5119,881,1600,0,0,0,178,15,0,7971,51,463,0,0,505,281,364,0,113,1,15627,783
vOUT1029,4320,1467,8485,94,6258,13685,4585,3304,0,2596,4133,8072,24,51,894,302,5462,5408,819,3848,3670,1717,266,2763,2072,0,285,3897,568,1953,3312,1052,3254,1855,4921,1835,404,4705,178,25,3689,676,4533,79,380,8321,357,600,5330,1733,17,448,36,415,363,1411,4391,2037
vOUT103,0,48,5662,140,138,0,12,24,2,30,0,5,0,14,0,642,69,21,0,79,0,112,0,512,26,0,0,1,5,1064,0,480,41,132,0,86,0,22,0,0,27,66,309,2,0,9,93,58,15,71,0,0,0,7,12,0,30,17
vOUT1030,82,264,814,195,181,133,738,105,1385,645,492,458,267,420,426,34757,1373,343,96,2346,27994,168,1079,2938,188,249,140,1495,972,506,344,172,647,356,102,246,572,340,2309,1917,3613,369,682,1344,480,4141,626,599,567,86018,47,359,813,1678,221,62513,1808,662
vOUT1031,55,0,448,186,639,138,13,518,0,1473,2080,64,1053,363,5,100,668,80,3918,760,23060,1124,226,684,419,0,282,458,219,73,483,15,593,469,273,199,18,165,773,82,69,458,518,156,1034,1079,16,50,252,268,28,41,125,29,420,196,531,193
vOUT1032,0,0,0,118,4,0,0,3,0,0,23,1,6,11,8,0,208,2,1,0,2542,1,1,0,4,2,39,113,0,21,39,9,0,68,2,6,10,68,45,0,15,1,8,6,6,158,327,9,4,2,2,20,0,12,0,124,11,28
vOUT1033,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,44,3,0,0,5471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,3,0,0,0,0
vOUT1034,3,0,4,2405,596,43,2,3,8,5,2789,3,45,311,19,13,26,227,28,2521,3862,175,82,71,897,140,87,8116,2816,314,995,802,393,260,1,151,124,488,53,240,129,187,26,2579,1186,40,158,655,1267,8486,12,71,53,1373,5079,151,1085,294
vOUT1035,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2525,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
vOUT1036,923,334,59,0,387,177,12,214,0,288,9246,157,17,4,0,0,753,1218,9,0,18765,0,35,2,339,3148,127,192,347,16,301,66,3007,373,178,43,2,600,2551,5,0,695,0,279,0,516,403,523,0,0,0,0,431,1696,11,0,1,0
vOUT1037,1638,14417,535,5620,4550,7142,3472,3393,2024,43700,37104,15389,46953,26455,7605,38185,7298,21365,13055,13277,54338,12907,4699,13354,8699,15356,27206,10654,21262,8786,4624,21479,24136,27169,2865,7786,2968,10543,727,9220,33775,46198,46498,25632,103018,34344,54867,33690,8038,15901,6588,7540,92379,23962,36082,21751,74668,13657
vOUT1038,0,0,0,796,0,663,0,557,0,4607,9,0,98,268,4,1,0,1104,1,6,1525,39,45,9,7,19,0,0,11,51,605,526,28,125,0,18,0,1486,0,0,6,45,0,0,1172,0,1,247,789,5,4,33,0,4,0,400,2,60
vOUT1039,0,0,0,0,0,0,0,0,0,0,23,2,0,1,1,0,64,0,0,0,3201,0,1,0,0,0,27,99,0,0,0,0,0,11,2,0,0,12,3,0,5,0,0,0,6,88,32,0,1,0,0,0,0,0,2,33,4,1
vOUT104,2,0,10219,2,46,0,13,0,0,0,0,3,0,0,0,0,0,0,130,8,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,4,0,0,0,0,0,0
vOUT1040,4,41,16,7,11,30,0,0,0,63,0,0,11,53,2,48,50,116,168,48,4501,377,63,0,25,0,289,174,12,19,0,85,8,172,85,105,0,98,741,0,355,243,4,0,147,0,139,40,265,0,0,112,0,0,2,3,97,136
vOUT1041,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,101,0,0,0,1788,0,0,1,0,0,13,114,0,0,0,0,0,11,0,0,0,12,2,0,7,0,0,0,3,117,40,0,0,0,0,0,0,0,1,36,4,5
vOUT1042,0,0,107,68,194,14,0,310,0,874,397,0,162,70,0,0,138,22,497,154,14838,275,57,40,125,0,44,57,99,0,200,0,360,85,65,28,2,50,80,1,9,35,279,3,201,223,0,6,48,0,1,0,1,1,21,70,32,34
vOUT1043,781,219,1568,12,1559,2666,863,1055,0,813,196,1444,0,18,121,47,879,1598,140,1088,2106,278,59,487,519,0,51,720,149,387,575,220,1227,303,1275,142,90,806,11,0,596,229,729,8,85,1355,44,111,1084,545,10,67,12,41,94,260,201,355
vOUT1044,19,72,62,15,77,49,58,38,30,6,0,90,73,15,3,23,44,11,16,128,1057,17,6,15,58,4,5,0,7,100,33,17,273,9,74,416,39,67,20,401,37,71,2990,2,42,49,6,26,19,94,5,26,6,48,245,2,39,4
vOUT1045,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,4475,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,75,2,0,0,0,0,0,4,0,0,0,113,0
vOUT1046,220,14,0,1,0,3,5,0,0,6,1,3,5,0,18,1,17,132,18,3,29112,3,6,29,0,0,0,1,2,13,70,0,4,0,1,4,1,0,7,16,8,0,76,3,9,0,4,0,5,4441,0,0,3,0,3,112,1,8
vOUT1047,1,2,0,2,4,0,0,0,0,5,0,2090,500,5,0,0,1,151,8,0,10102,341,0,9,1,0,0,2,28,8,1,3,0,24,2,35,0,3,0,0,0,35,205,5,532,0,2,1,8,0,0,398,1,0,0,0,0,0
vOUT1048,0,3,3,33,0,1,3,54,0,0,0,0,1,1,76,0,22,97,22,5,14324,69,19,1,0,0,75,6873,43,19,30,3,173,108,20,18,2,3,138,43,2,3,100,0,49,4009,478,25,205,290,0,39,0,3,790,52,61,9
vOUT1049,2,10,142,9,11,19,108,5,0,82,148,56,18,30,2,302,360,52,77,26,1824,67,37,29,52,155,384,114,51,32,1,7,21,15,12,2,2,33,473,1059,226,287,119,87,20,2,1,32,13,65,2,35,13,118,45,62,4,34
vOUT105,330,1427,3000,241,756,1227,1161,692,7,178,0,1714,642,166,75,467,576,248,212,1342,289,132,73,354,118,20,168,0,56,1086,306,362,1414,312,1232,669,864,978,216,2903,906,851,644,53,127,429,205,159,233,733,171,67,169,183,64,54,797,79
vOUT1050,4,83,22,20,161,3,354,150,3,45,67,0,0,0,0,31,591,12,19,248,2210,1,0,0,11,0,0,56,32,13,141,22,17,11,35,0,3,42,1,0,1114,11,23,19,26,21,0,10,40,27,1,11,1,0,4,16,6,1
vOUT1051,2,174,129,22,0,184,0,17,0,0,0,0,0,1,82,0,0,8,0,1,11611,1,5,0,0,0,6,5,9,274,4,9,220,0,12,11,0,2,5,7,42,18,300,0,58,48,2,17,28,3,0,6,1,187,10,24,0,19
vOUT1052,7,0,0,89,25,2,22,0,67,22,35,178,0,2,60,0,0,88,2,229,2012,0,16,7,89,0,23,0,0,57,0,0,116,65,7,21,16,0,269,0,0,0,23,664,61,0,0,19,5,0,90,28,146,0,0,136,489,0
vOUT1053,20,0,0,2,40,177,0,0,0,28,82,0,174,14,0,0,0,24,0,51,11203,0,52,74,55,0,3,0,0,14,52,76,0,72,90,104,149,4,0,0,120,170,6,2,48,0,237,87,1,0,102,98,15,470,0,0,0,0
vOUT1054,0,2470,348,1289,942,907,534,177,5,2795,3575,11736,23738,769,512,2812,1964,580,1683,352,1593,298,2630,196,521,8,5914,416,4323,1240,472,2027,11817,2787,37,2253,20,648,151,232,486,739,8257,2951,2228,1444,4598,7233,676,7,3304,5864,14420,3799,2208,4,37,586
vOUT1055,10,77,63,55,60,41,110,37,2,239,900,259,19,86,52,186,51,107,99,40,1936,78,43,314,400,59,450,1147,673,29,24,61,43,102,28,18,21,68,447,526,606,454,471,73,59,83,161,96,66,163,18,142,148,469,373,142,329,48
vOUT1056,0,0,1,0,0,0,0,1,0,0,0,2,9,0,0,0,0,3,0,29,771,2,11,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,0,38,0,0,6,0
vOUT1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
vOUT1058,9,0,0,0,0,0,2,0,0,0,0,2,0,0,0,22,8,0,0,4,77,0,0,7,0,1,0,29,3,0,2,1,0,0,3,1,0,1,22,20,2,0,25,0,0,381,11,0,0,2,0,0,1,1,0,8,2,0
vOUT1059,871,4,4097,4,0,1,3,1,0,14,19827,4244,0,4263,1090,0,0,21959,3,60,65,91409,0,0,24283,2,2644,19232,1,11,631,3001,1807,21654,2,854,5280,4832,31981,0,2322,4702,1377,3804,3,0,41439,273,23,0,10,41,1,5895,0,0,18055,229
vOUT106,0,0,1497,6,148,54,67,74,0,195,20,93,88,62,38,1,862,197,67,4,0,316,16,0,82,0,36,0,161,197,0,8,47,107,0,30,327,43,0,0,3,0,1533,327,113,0,0,200,83,161,54,259,174,256,49,0,133,41
vOUT1060,8,7,7,167,3,7,6,0,1,2831,5,5,3,2,649,0,12,17,2,0,2,18660,0,1,10,0,2,0,1,388,12,5236,2791,137,30,551,15,8,2821,0,2,1353,6120,0,1,1,6,3,0,0,89,969,0,1,387,1,1833,15
vOUT1061,0,0,10,195,2,67,0,13,0,3545,1,9,0,0,607,0,0,34,0,0,9,21990,0,0,18,0,89,1,1,542,26,19402,3697,205,37,629,20,6,3813,0,0,2140,9077,0,0,0,6,1,0,0,116,1667,0,0,567,0,2603,1
vOUT1062,9646,1311,4638,16507,2708,3732,37251,608,0,504,0,9448,22,13833,1232,0,2601,10126,0,7685,5341,13438,4343,8200,2570,39,35,146,464,26651,3743,5694,3332,995,5313,812,1441,2323,10779,1,10119,521,6414,1640,8306,7157,3626,62,43712,0,707,333,2198,13810,77,1564,9052,84
vOUT1063,1,1,0,268,8,5,0,0,44,125,11,87,16,85,3,1,0,346,5763,4,10,22526,732,12,684,0,1912,300,39,1670,29995,320,154,26751,96,2375,10,311,22,2,83,179,2,100,20839,0,10,60526,53,7,15,60238,20,135,128,18,1,18
vOUT1064,385,115,654,80,23507,12750,35,3212,37,2192,3,1721,52,149,284,19,782,951,18,11324,66,41665,3,4391,658,5,926,471,613,11492,3680,1568,15886,1230,307,49913,192,8563,629,5194,330,701,844,8,2325,117,999,218,92,1216,95,2051,42,2922,1892,548,1331,5287
vOUT1065,14,0,7,1,0,14,0,0,0,16,5,577,34,107,1,4,6,3,36,0,166,77199,21,570,47,82,61,23,1926,8,1,0,14,7,0,0,2,1,0,11,18,204,8,37,26,241,532,15,38,63377,5,80,13,122,401,15,23,117
vOUT1066,2,7,388,500,3,889,0,2113,0,1146,0,1,1,291,2,9,2,0,958,0,0,9193,0,0,1697,0,341,0,7,655,13,2566,1119,126,516,899,38,1613,2213,0,12,50,117,0,778,0,655,1073,1,0,9,554,7,348,9,0,29,1409
vOUT1067,5,0,2799,843,4,3,0,1417,0,68,47,1,20,885,35,1,1770,2036,43,463,23,21211,1434,119,3616,25,1607,32166,501,155,432,182,88,189,15,123,88,106,252,0,235,2921,399,76,2663,0,15,836,628,50,20,447,13,68,6584,2,17243,811
vOUT1068,5,1,29,8,0,5,2,20,0,125,18,27,35,7625,5,0,8,72,28,13,36,54656,7,16,33,0,80,6,459,865,0,1115,38,3031,34,24767,0,2333,3954,0,0,47,2,1,2776,4,245,12400,39,0,0,336,5,27,84,0,23,2968
vOUT1069,8215,17353,2488,3785,5300,3944,8020,2731,41706,10401,36856,49564,15248,5714,5281,11589,23390,7797,6986,5714,59270,18786,17079,32222,27036,55382,21237,53397,22244,10266,4230,2207,8599,16690,2822,2520,5992,4321,8587,45432,76657,19963,74609,131497,12687,74306,17532,21150,3438,9142,1993,16784,36102,46139,134105,51551,19419,3012
vOUT107,0,25,464,93,21,0,21,32,0,106,352,196,91,60,0,224,6,2,30,198,0,19,35,9,5,49,39,5,23,126,23,38,61,134,5,5,85,987,25,0,49,173,212,16,18,1683,28,10,18,51,474,7,67,446,0,229,4,32
vOUT1070,70542,101176,79134,32535,96496,28125,187504,29867,1759,27657,31858,81971,4721,7564,43831,49986,143897,43002,2231,32526,24818,19651,12529,117793,13176,706,1079,7316,16068,9775,109887,29051,75097,33473,176846,24744,275147,31996,5803,1,58559,22290,31997,20957,2722,62709,6251,12398,40430,144167,8942,11301,37322,39583,33343,31471,52398,10688
vOUT1071,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12863,0,0,0,0,922,0,0,308,14,7584,0,0,0,5,2,0,0,0,0,0,0,0,1408,0,0,530,41,0,0,0,0,0,0,0,0,0
vOUT1072,38,0,6,25,13,10,0,21,0,103,0,0,11,27,4,0,4,1122,139,625,128,7751,9,15,19,7,282,125,138,644,69,83,32,331,2,119,0,101,46,0,2,19,9,3,267,0,27,238,33,1,3,188,0,23,30,0,77,211
vOUT1073,56743,15117,16406,5561,23922,4519,122,51061,0,8620,0,9869,0,2602,1828,0,109,19020,140,0,3,45060,1607,0,7413,6,866,0,5044,5640,18,391,58,15529,19564,21105,105,14140,12692,0,0,5065,12367,0,1,0,6014,22293,84,0,1048,35544,1075,16062,1474,134,23174,3908
vOUT1074,36,33,22,150,50,26,11,15,0,514,73,32,5,174,383,0,2096,23,19,30,0,11113,83,0,66,0,7,0,101,75,106,212,71,7006,68,9167,2,121,174,0,8,30,6,0,53,0,975,147,607,219,0,33,1,17,425,58,366,53
vOUT1075,3454,1708,5839,522,7477,50,3192,1186,59,3305,49,1886,16,776,824,697,1834,539,1612,10,23,9089,7,58,888,15,340,201,1107,2400,8290,2186,1255,377,4553,10417,172,9381,1690,250,1007,387,947,22,131,2,180,1306,158,6799,125,2831,82,6326,125,132,194,3984
vOUT1076,0,0,0,0,0,0,0,0,0,0,2,0,970,121,27,0,23,23,51,10,3,4846,0,16,2,0,0,0,32,24,64,2,8,2,0,9,0,4,1,0,0,0,13,0,24,0,4,2447,0,8,0,1,1,2,72,0,12,0
vOUT1077,201,2,258,15,1,2,0,1,0,13,4966,2972,1,2175,461,0,0,1654,15,12,30,29542,4,15,2557,3,361,3944,10,5,169,426,156,6984,1,290,472,388,2725,9,701,404,131,1758,17,0,3814,38,6,0,0,9,0,823,11,1,3529,14
vOUT1078,0,0,0,0,0,0,0,30,1,0,0,33,0,0,0,0,0,0,0,0,8,25469,0,0,1,14,68,0,116,22,0,0,0,508,0,1,0,0,0,97203,2,0,6,0,37,0,0,691,1080,0,0,0,0,0,0,0,0,0
vOUT1079,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,343,0,2555,0,0,253,5013,0,0,0,30,0,1052,0,0,0,0,0,0,1,117,0,14,0,5,1721,163,0,1365,0,0,0,0,0,0,0,558,1,0,2126,1,14789,0
vOUT108,0,43,6618,17,45,1,145,1969,0,131,1348,1709,324,4,124,3,153,56,64,1216,105,184,17,84,110,0,63,39,17,383,1282,333,90,782,607,129,97,189,27,1,654,2,73,7,28,180,18,5,2,1173,0,28,205,43,66,56,1,0
vOUT1080,18134,26004,22645,8300,21604,5838,48277,8378,385,8022,9447,20152,564,1954,10744,19651,39564,12460,664,6697,7244,7469,2897,46130,3859,212,335,2095,3852,1165,27992,2307,23111,11552,48964,9204,76261,9760,2143,0,15723,5404,8485,4715,792,17858,1624,3623,10348,39465,2025,2433,6801,8954,9392,8384,13911,2171
vOUT1081,153,1243,0,56,226,111,833,47,310,912,2574,333,74,61,457,3379,646,267,504,185,2,2417,1326,352,279,0,227,0,680,483,434,137,2669,581,214,132,357,288,0,0,1874,1476,521,1850,483,2,2633,669,1467,3109,1431,1020,7048,1537,1913,2561,1691,3
vOUT1082,0,0,1,52,0,0,0,0,0,0,0,0,44,0,0,0,0,16,430,0,8,5286,3,0,0,0,34,0,454,1296,0,0,0,0,5,921,0,7,96,0,0,83,0,0,209,0,0,1190,118,0,0,845,0,0,0,0,99,2643
vOUT1083,775,54,0,158,139,302,0,97,0,327,65,248,93,385,30,9,207,1463,2644,237,348,4147,45,100,159,0,144,87,315,277,46,183,474,391,793,592,12,288,34,1,1,37,197,2,164,0,0,441,910,1,34,23,0,6,12,134,82,2019
vOUT1084,0,0,759,0,5,40575,23228,1828,0,0,0,0,0,2183,0,0,0,1,0,18390,14519,19502,0,1,0,0,1765,99595,0,0,0,1,0,48,1,0,2115,0,1,0,0,0,2,0,1,0,0,0,0,0,868,34967,0,0,0,0,0,0
vOUT1085,124,79,3,272,54,71,47,494,111,482,249,620,177,323,726,2856,154,102,76,1,567,6826,1251,478,251,424,4621,637,91,36,56,263,967,352,33,63,82,27,10,0,216,306,765,1020,1360,1093,333,405,12,5,29,305,589,168,2321,0,134,18
vOUT1086,478,1495,18,3205,150,2998,1,2590,0,1959,653,875,9744,7071,76,40,1012,937,2445,3868,91,21693,14705,1193,1662,1327,749,45,28888,6746,8107,6014,10267,6620,380,3135,26,3759,54,0,5,8742,1380,910,14086,338,232,1743,3812,11,83,2717,5054,1781,1209,10,749,936
vOUT1087,163634,139,124722,40255,161,30,62,1119,10992,25365,71,2183,7446,34717,5,12,121,41,11,69,338,34012,7,109,72,1976,155,25,160,5384,817,82,104,6203,1811,14670,93,26686,142,19,13124,56129,49,43,10,125,37937,44,11,21724,14613,322,7099,87,171,779,1047,89
vOUT1088,229,0,0,72,0,0,0,0,0,573,0,0,50,167,0,0,0,863,0,0,0,2081,0,0,0,0,238,0,1043,1,283,5,0,88,0,0,0,221,0,0,0,0,0,0,36,0,419,0,0,0,0,0,0,0,0,0,0,415
vOUT1089,22,1,0,27,0,139,188,3,0,907,480,29,54,127,1,22,170,62,2466,106,2,7296,566,204,250,3,823,110,44,569,12645,945,362,11357,6,915,9,181,1,1,436,177,7,53,9337,0,893,14788,54,44,12,23869,537,95,653,3,625,39
