"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"vOUT1942",1603.74073918434,-3.90032392095798,0.719689805678644,-5.41945139445194,5.97822001555131e-08,2.81424707232078e-05
"vOUT2002",1061.59132904973,-1.80955273863754,0.6063198261327,-2.98448551514379,0.00284055650141318,0.0377335383470275
"vOUT2008",877.630281311044,-2.20643703114932,0.563544920426907,-3.91528155284916,9.02987701394136e-05,0.00459547524790583
"vOUT2012",503.261457385845,2.17697650109083,0.726702321323594,2.99569223492468,0.002738226457208,0.0370941037332566
"vOUT2020",9108.82065515325,-3.72496966006772,0.85281275344047,-4.36786345541881,1.25467890540294e-05,0.00107389108130625
"vOUT2024",9732.86564786029,-2.60674329177259,0.865771294980764,-3.01089133687495,0.00260482051364845,0.0365560502308668
"vOUT2027",5330.33907151572,-2.16107864216898,0.680635753184314,-3.17508833771734,0.00149790892803586,0.0263615939387293
"vOUT2044",4593.33010081678,-2.21112505929267,0.634718092684241,-3.48363326140863,0.000494656794592842,0.014727656996652
"vOUT2045",2471.41618450142,-2.06811100986884,0.521841840533785,-3.96309925580784,7.39830042471067e-05,0.00398028562849434
"vOUT2113",438.373991583872,-1.48372645942077,0.49723592991816,-2.98394860497103,0.0028455456427392,0.0377335383470275
"vOUT2126",4657.17142855114,-2.90314463390692,0.718672114537601,-4.03959549171437,5.35434653747752e-05,0.00315069829064693
"vOUT2146",1741.66534399113,-3.65119491455628,1.06393287712125,-3.43179066374519,0.000599610200045709,0.015902338122339
"vOUT2154",6898.06381402928,-1.94307092733339,0.47778972239936,-4.06679096732281,4.76649616920565e-05,0.00299177076220475
"vOUT2191",420.626754223492,-2.39689225244866,0.721812273189581,-3.32065876610431,0.00089805264090375,0.0196631758467647
"vOUT2193",5273.74807674938,2.17214197847834,0.495072104313338,4.38752650281334,1.14647027205922e-05,0.00107346224734834
"vOUT2224",522.136846432061,-3.09158670741489,0.76922894107791,-4.01907227136136,5.84277482447324e-05,0.00323586617484797
"vOUT2265",480.324706764097,-1.32164856014069,0.435545571048114,-3.03446676534953,0.00240961302756406,0.0354476666476806
"vOUT2306",2203.78143074592,-1.7795236693797,0.527846469253253,-3.371290276692,0.000748169797008055,0.0173724708121751
"vOUT2317",450.762900930725,-2.51099052468878,0.644163167349533,-3.89806597452703,9.69640022782054e-05,0.00480482148131212
"vOUT2337",1314.58384323375,-3.06291398583826,0.73149227265478,-4.18721304426379,2.82400722657216e-05,0.00212704224305415
"vOUT235",12645.9871098287,5.15820077044708,1.79158998226911,2.87911900685784,0.0039878781831697,0.0478492985695394
"vOUT2385",707.280664057865,-3.79723792575974,1.09401560449204,-3.4709175172349,0.000518683297441688,0.014727656996652
"vOUT2390",4160.09287030865,-1.72519078192547,0.48096343876425,-3.58694786938076,0.000334571178629794,0.0123528927325471
"vOUT2466",15743.7352008088,-1.44616022014472,0.359304654676079,-4.02488584916458,5.70029592915892e-05,0.00323586617484797
"vOUT2527",1259.72905681875,-3.80841438168475,1.17751503097533,-3.2342809064019,0.00121949446433338,0.0238268759315575
"vOUT2539",2896.37182046128,-1.41945416229356,0.46525470557299,-3.05091844379179,0.00228142535091945,0.0346445478692042
"vOUT2547",1427.59868536809,1.86839894612677,0.620679772671411,3.01024623065315,0.00261035977728579,0.0365560502308668
"vOUT2571",1681.87737262129,-2.40762790706474,0.532139033685523,-4.52443394424542,6.0557362183273e-06,0.00077657325292119
"vOUT2596",864.010562925141,1.20281963924226,0.418426020470257,2.87462915879478,0.00404502288366038,0.0478492985695394
"vOUT266",5030.18034908864,3.73741237842406,0.807762431486736,4.62687076390162,3.71231997964132e-06,0.000578874532164976
"vOUT2680",14981.6087758781,-1.61999335871929,0.552185094002319,-2.93378683400766,0.00334854094676612,0.0420353506850707
"vOUT2704",2493.37270601748,-1.93746311981284,0.637538567913684,-3.03897398106141,0.00237385355584701,0.0351965846114954
"vOUT2719",6853.43491259011,1.47058399051276,0.514120131631948,2.86038981948586,0.00423120552162754,0.0488795091854273
"vOUT273",9469.9064117603,5.06375283308146,1.7202064857031,2.94368895546383,0.00324325773865367,0.0417435086510877
"vOUT2730",13965.8405508522,-1.80953933078761,0.533672660355142,-3.39072893406873,0.000697070082764687,0.0168659690965873
"vOUT2748",679.590492970196,-3.95519824494812,1.26087067229611,-3.1368786124159,0.00170756807957926,0.0289671233679977
"vOUT2787",1930.51875428261,3.16282093889581,0.972679477992027,3.25165793096103,0.00114734013842304,0.0234830595722889
"vOUT2840",79478.0446139922,-1.11549167298039,0.382258894853076,-2.91815753145296,0.0035210641602493,0.0433344040114342
"vOUT2841",6155.17169728041,-2.12896960742368,0.691328561283413,-3.07953370749122,0.00207324908289132,0.0322638679593749
"vOUT2865",1716.55253182436,-2.49245533307732,0.867541012693799,-2.87301153099149,0.00406579276214886,0.0478492985695394
"vOUT2921",6027.27350261309,-3.07117423840764,0.831907434549285,-3.69172591908804,0.000222737422351227,0.00926564988770036
"vOUT2935",9763.35810723583,1.88152909152583,0.558610853018397,3.368228671819,0.000756528203185534,0.0173724708121751
"vOUT2940",11153.7031492023,-1.04733808651462,0.364403815793903,-2.8741139393199,0.00405162767800625,0.0478492985695394
"vOUT2983",3574.72392103003,-2.40719694872461,0.75430576972751,-3.19127473941264,0.00141646516521374,0.0256484280739058
"vOUT300",3051.72051054803,1.2905599525047,0.441923261981211,2.92032591069979,0.00349665498040757,0.0433171140007069
"vOUT305",9432.17317405226,3.03023912690336,0.957093537576864,3.16608461757585,0.00154505841078712,0.0269383795140014
"vOUT3078",11073.0851086641,-1.91420975008348,0.626364344641744,-3.05606436007837,0.00224263111465868,0.0346137244991991
"vOUT3081",5296.88901450917,-1.52027077249947,0.505130965489247,-3.00965665612483,0.00261543162938588,0.0365560502308668
"vOUT3091",5101.93478581831,-2.08570509085313,0.619894779154602,-3.36461148083481,0.000766515113307289,0.0173897344380437
"vOUT3095",6126.21344311983,-1.97956661353703,0.623470787348998,-3.17507516583762,0.00149797692588637,0.0263615939387293
"vOUT3111",1228.85032173887,-2.25479075811082,0.636249170226387,-3.5438800765878,0.000394284545707615,0.0132578178494185
"vOUT3133",1202.6310882034,-1.70496866922711,0.527935485979981,-3.22950192685429,0.00124006045740448,0.0238268759315575
"vOUT3135",1349.29884926439,-1.83514244047782,0.450421621480895,-4.07427697285988,4.61575226254435e-05,0.00299177076220475
"vOUT3161",6978.27138021956,-1.36213675831608,0.388015269237347,-3.51052359612906,0.000447225113982938,0.0142296264990434
"vOUT3193",8483.60221946997,-3.48593663551499,0.851404641376601,-4.09433595508561,4.2338004730558e-05,0.00284723081813002
"vOUT3206",2289.86393159676,-1.48306118611217,0.42872862060042,-3.45920732801834,0.000541767704105428,0.014727656996652
"vOUT322",96789.1037087693,2.31704101596228,0.80951509119902,2.86225796301139,0.00420634395910977,0.0488795091854273
"vOUT3230",2936.34582595895,-1.88524821007164,0.638123777131051,-2.95436132868698,0.00313316927367614,0.040687984429877
"vOUT3242",35090.6660543931,-3.12212786958199,0.531081603047857,-5.87881005793501,4.13226200900184e-09,2.59368312098349e-06
"vOUT325",7337.41649890139,3.21004120507781,0.878117628535818,3.65559362523021,0.000256587540833011,0.010201938199335
"vOUT3266",3211.06363724043,-2.50971805364866,0.68057731592667,-3.68763106691478,0.00022635151079884,0.00926564988770036
"vOUT332",6972.11191328615,-2.31368412127545,0.776806667064272,-2.97845554032046,0.0028970505591711,0.0381478755448894
"vOUT3325",2199.13362976457,-1.8223017959612,0.53724332511066,-3.39194869584623,0.000693974331307703,0.0168659690965873
"vOUT3350",13265.1537742759,-2.64080291884118,0.899380959134435,-2.93624508282085,0.00332211739466806,0.0420353506850707
"vOUT336",694.972006415926,1.90011539747853,0.641847187530439,2.96038595228467,0.00307253858248122,0.0401777093806398
"vOUT359",5322.17160456087,1.46918384627334,0.500735458009455,2.93405194853526,0.00334568206921072,0.0420353506850707
"vOUT398",6897.44920927517,-3.08618337366315,0.690479252631186,-4.4696250638998,7.8356831920481e-06,0.000839276075923388
"vOUT410",3363.99110619348,2.15022780780567,0.667129954703682,3.22310187489742,0.00126810444085938,0.0238784066213821
"vOUT421",3759.66365571004,2.4276083552846,0.699709635804052,3.46945108522763,0.000521523023581509,0.014727656996652
"vOUT427",2802.85210053857,2.39237122248743,0.706010103002154,3.38857930263943,0.000702557100137148,0.0168659690965873
"vOUT432",2333.12640134324,1.07764401252017,0.347472482807419,3.10137943532478,0.00192621294097909,0.0312677497229624
"vOUT456",11307.5388003203,3.30380272899822,0.560801830026857,5.89121246062981,3.83372273566077e-09,2.59368312098349e-06
"vOUT457",955.934199307445,2.60677221146572,0.754192904479769,3.45637329121233,0.000547496542626468,0.014727656996652
"vOUT469",2071.54026988122,1.95126114955327,0.608862860554937,3.20476297039177,0.00135173747423704,0.02495413396067
"vOUT471",894.048651573731,2.34903424801483,0.559847192680377,4.19584893650779,2.71851401432383e-05,0.00212704224305415
"vOUT48",57130.2661060052,1.4914502313488,0.497652989440235,2.9969682951697,0.00272679070808459,0.0370941037332566
"vOUT52",32249.8632758637,3.90741161123617,1.2244143105195,3.19124954491777,0.00141658869871811,0.0256484280739058
"vOUT535",8251.59017395367,1.88498816063462,0.605547619354558,3.11286528158396,0.00185280571784306,0.0308746297937919
"vOUT538",14932.8358681371,-1.18429750966443,0.377001506245451,-3.14136015385938,0.00168165097538257,0.0287868071513216
"vOUT554",1003.03203512867,1.5029530082816,0.479767648815825,3.13266851566843,0.00173224956598038,0.0291234458280451
"vOUT573",8126.18831749859,3.11448616828908,0.815700584967564,3.81817326809068,0.000134443490711274,0.00632892732523322
"vOUT579",12687.2971140638,1.86296019661435,0.460001452574696,4.04990068224151,5.12393748082375e-05,0.00311237879883585
"vOUT602",6555.93409582503,3.13613846069477,1.06591245942536,2.94221015334175,0.00325878692071689,0.0417435086510877
"vOUT607",2783.26000508253,1.52010056851743,0.463741985321673,3.2779015414423,0.00104581867230307,0.0221267029207493
"vOUT63",587.863246537194,2.26107668472111,0.670026007286195,3.37461032875298,0.000739202787039168,0.0173724708121751
"vOUT632",12773.2330954638,2.27079547466026,0.642079900960291,3.53662444699496,0.000405275513758674,0.013381397741946
"vOUT642",1402.52163336312,1.84546034855672,0.533786100960471,3.45730311305612,0.000545610771418879,0.014727656996652
"vOUT684",167261.42835643,2.66521079817936,0.861515535033444,3.09363057286702,0.00197723524425865,0.0316811098074017
"vOUT689",3828.56109727732,2.84059915786538,0.607010497787814,4.67965408871452,2.87359324132704e-06,0.000491906915765347
"vOUT692",2513.55283493868,-3.15723480961115,0.84848960625302,-3.72100587484352,0.000198430821546163,0.00868942411561454
"vOUT721",5858.75994118368,1.61884809704551,0.485673409691779,3.33320306350079,0.000858522578501102,0.0190188001802068
"vOUT725",7072.29748233566,-2.55060270357421,0.689611229996505,-3.69860958265882,0.000216783753978882,0.00926564988770036
"vOUT731",21320.7159757448,1.15236876000705,0.332790488039599,3.46274548529141,0.000534693910907261,0.014727656996652
"vOUT733",823.450412092439,1.69625519529828,0.561318997906652,3.02190946970294,0.00251185658542888,0.0365560502308668
"vOUT734",3063.15592250111,-2.37891602545794,0.613452577756177,-3.87791348788408,0.000105356166149605,0.00508681181691555
"vOUT741",1406.84100171166,3.05323608249551,0.618274588198463,4.93831727969294,7.87995631175287e-07,0.000185474471687883
"vOUT744",3408.77242693831,2.90761460769325,0.971610285453589,2.99257289802758,0.00276636591234529,0.0372076215210442
"vOUT746",3649.81594441459,1.19641007957896,0.384960407132613,3.10787825815762,0.00188435673619749,0.0310320440605121
"vOUT758",589.325217243358,2.37110360070856,0.767369071033144,3.08991291180949,0.00200215192091386,0.0316811098074017
"vOUT78",13383.2004166987,1.51395614485453,0.489899248183704,3.09034184164908,0.00199926249316378,0.0316811098074017
"vOUT8",18564.5184614349,1.65786480073054,0.576390576192331,2.87628713793777,0.0040238348948763,0.0478492985695394
"vOUT816",36881.4303314846,2.85531575872073,0.897333314319069,3.18200128442512,0.00146261169832626,0.0262295031233176
"vOUT818",78907.7796850478,2.54565179818665,0.707623885181598,3.59746448854445,0.000321334350564411,0.0121014516422557
"vOUT827",1961.50179721551,4.37612719402315,0.969288004764965,4.51478525733359,6.33809567395836e-06,0.00077657325292119
"vOUT837",1023.63853553405,2.69644473598277,0.513728238482755,5.24877655926886,1.53112649197413e-07,5.76622236877457e-05
"vOUT842",902.181121507096,2.1052146881118,0.652929581340675,3.22425993288451,0.0012629870248847,0.0238784066213821
"vOUT855",4345.22298937072,2.01744195205962,0.559953485165295,3.60287417706506,0.000314717891016661,0.0120941589547831
"vOUT894",4294.49375747225,2.31136750870359,0.501211042203284,4.61156541672148,3.99647844829776e-06,0.000578874532164976
"vOUT903",3353.15435306511,2.33369040869502,0.665462801618075,3.50686830732033,0.000453413483771961,0.0142296264990434
"vOUT909",4967.96441783641,4.34875607446137,1.32834476913801,3.27381578600513,0.00106105758714891,0.0221996826289044
"vOUT910",828.990867480447,2.80140871198184,0.593461261443132,4.72045758331318,2.35314677040891e-06,0.000443097536867997
"vOUT938",1009.12881899327,2.37961505278324,0.699932712244342,3.39977688019892,0.000674408604959269,0.0168659690965873
"vOUT967",11999.9701400249,5.24142794117914,1.70099379627904,3.08139156806149,0.00206035503616777,0.0322638679593749
"vOUT99",1602.7044711776,1.27268325060151,0.392471654602784,3.24273927983304,0.00118386491655519,0.0238268759315575
